name,address,phone,email,website,opening_hours,cuisine,outdoor_seating,takeaway,delivery,wheelchair,payment_methods,amenity,shop
Star Seeds Cafe,Star Seeds Cafe,,,,,,,,,,,restaurant,
Tandoori Bistro,"1605 East Oltorf, 78741",,,http://tandooribistroaustin.net/,,indian,,,,,,restaurant,
Java Noodles,"2400 East Oltorf Street, 78741",,,,,indonesian,,,,,,restaurant,
III Forks,III Forks,+1 9722671776,,https://www.3forks.com/austin/,,steak_house,,,,,,restaurant,
El Gallo Mexican Restaurant,"2910 South Congress Ave, 78704",+1-512-444-2205,,,,mexican,,,,,,restaurant,
Jaimes Spanish Village,Jaimes Spanish Village,,,,,,,,,,,restaurant,
Hoek's Pizza,Hoek's Pizza,,,,,,,,,,,restaurant,
Roppolo's Pizza,Roppolo's Pizza,,,,,,,,,,,restaurant,
Iron Cactus,Iron Cactus,+1-512-472-9240,,https://ironcactus.com/austin-downtown,"Mo-Th 11:00-22:30;Fr,Sa 11:00-23:00;Su 10:00-22:30",mexican,yes,,,,,restaurant,
Old Pecan Street Cafe,Old Pecan Street Cafe,+1-512-478-2491,,http://oldpecanstcafe.com/,,,,,,,,restaurant,
Bikinis Sports Bar & Grill,Bikinis Sports Bar & Grill,,,https://www.bikinissportsbarandgrill.com/Locations/austin-tx-6th-st/,,,,,,,,restaurant,
Happy Chicks,"214 East 6th Street, Austin, TX, 78701",,,,,chicken,,,,,,restaurant,
Marisco Grill,Marisco Grill,,,,,,,,,,,restaurant,
Eureka,"Austin, TX",+1 5127351144,,http://eurekarestaurantgroup.com/blog/locations/austin/,,,,,,,,restaurant,
Belmont,Belmont,,,,,,,,,,,restaurant,
Juanita's Tacos,Juanita's Tacos,,,,,,,,,,,restaurant,
Corazon,Corazon,,,,,,,,,yes,,restaurant,
Eddie V's,Eddie V's,,,,,,,,,,,restaurant,
Maiko Sushi,"207 San Jacinto Boulevard, Austin, TX, 78701",+1-512-852-8118,,https://www.maikoaustin.com/,"Mo-Fr 11:00-14:00,16:00-22:00; Sa-Su 16:00-22:00",sushi,,yes,,yes,"Cash, Credit Cards, Debit Cards",restaurant,
Gus' Fried Chicken,Gus' Fried Chicken,+1 5124744877,,http://gusfriedchicken.com/austin-texas-location/,,wings,,,,,,restaurant,
House Park Bar-B-Que,House Park Bar-B-Que,,,,,,,,,,,restaurant,
Perry's Steakhouse,Perry's Steakhouse,,,,,,,,,,,restaurant,
Quattro Gatti Ristorante,Quattro Gatti Ristorante,+1-512-476-3131,,http://www.quattrogattiaustin.com/,Mo-Th 11:00-22:00;Fr 11:00-23:00;Sa 13:00-23:00,italian,,,,,,restaurant,
Roaring Fork,"701 Crongress Avenue, 78701",,,,Mo-Fr 11:00-22:00; Sa 16:00-22:00; Su 16:00-21:00,steak_house,,,,yes,,restaurant,
Congress Avenue Grocery,Congress Avenue Grocery,,,,,,,,,,,restaurant,
La Madeleine,La Madeleine,,,,,,,,,,,restaurant,
Hai Ky,"1931 E Oltorf St, 78741",+1-512-693-2464,,haiky.zzl.org,,vietnamese,,,,,,restaurant,
Nasha,"1614 East 7th Street, 78702",+1-512-350-2919,annu29563@yahoo.com,https://downtown.nashaindia.com,,indo_tex_mex;indian,,,,,,restaurant,
El Zunzal,"642 Calles Street, 78702",+1-512-474-7749,,,,salvadoran,,,,,,restaurant,
Lucy's Fried Chicken,"2218 College Avenue, 78704",,,,,chicken,,,,,,restaurant,
Lick Honest Ice Creams,"1100 South Lamar Boulevard, 78704",+1-512-363-5622,,https://www.ilikelick.com/,Su-Th 12:30-22:00; Fr-Sa 12:30-23:30,ice_cream,yes,yes,yes,yes,,restaurant,
Mezze Cafe,"504 West Oltorf Street, 78704",,,,,mediterranean,,,,,,restaurant,
Santa Rita,Santa Rita,,,,,mexican,,,,,,restaurant,
Hyde Park Bar and Grill,Hyde Park Bar and Grill,,,,,american,,,,,,restaurant,
parkside,parkside,,,,,american,,,,,,restaurant,
Champions,"300 East 4th Street, Austin, 78701",+1-512-473-0405,,,,,yes,,,,,restaurant,
Mai Thai,"207 San Jacinto Boulevard, Austin, TX, 78701",+1-512-482-8244,,http://maithaionline.com/,,thai,,,,,,restaurant,
Home Slice Pizza,Home Slice Pizza,,,,,pizza,,,,,,restaurant,
More Home Slice Pizza,More Home Slice Pizza,,,,,pizza,yes,,,,,restaurant,
Clay Pit,"1601 Guadalupe Street, Austin, 78701",,,,"Mo-Th 11:00-21:00; Fr,Sa 11:00-22:00; Su 15:00-21:00",indian,,,,,,restaurant,
Caribbean Food Trailer,"1401 Cedar Avenue, Austin",,,,,jamaican;cuban,,,,,,restaurant,
Stubb's,Stubb's,,,,,,,,,,,restaurant,
Raku Sushi & Asian Bistro,"2222 Rio Grande Street, Austin, TX, 78705",,,https://www.rakusushiaustin.com/,,sushi,,,,,,restaurant,
Pizza Press,"404 West 26th Street, Austin, TX, 78705",+1-512-808-0474,,,Mo-Su 11:00-24:00,pizza,,,,,,restaurant,
Jason's Deli,"1000 East 43rd Street, Austin, TX, 78751",+1-512-453-8666,,https://www.jasonsdeli.com/restaurants/hancock-deli,Mo-Su 08:00-22:00,sandwich,yes,yes,yes,yes,,restaurant,
El Chile Café y Cantina,"1900 Manor Road, Austin, 78722",+1-512-457-9900,,https://www.elchilecafe.com/,,mexican,,,,,,restaurant,
Taco Mex,"2611 Manor Road, Austin, 78722",+1-512-524-0860,,,,tex-mex,,,,,,restaurant,
Taqueria Los Altos,"3301 N Interstate 35 Frontage Rd, Austin, 78722",+1-512-236-1219,,https://taquerialosaltosaustin.eat24hour.com/,Su-Sa 07:00-11:00,mexican,,,,,,restaurant,
Salty Sow,"1917 Manor Road, Austin, TX, 78722",,,https://www.saltysow.com/,,,,,,,,restaurant,
Tacodeli,"4200 North Lamar Boulevard, Austin, TX",,,,,mexican,yes,yes,,,,restaurant,
Uchiko,4200 North Lamar Boulevard,,,,,japanese,,,,,,restaurant,
Lucky Robot,Lucky Robot,,,,,japanese,,,,,,restaurant,
Botticelli's,Botticelli's,,,,,italian,,,,,,restaurant,
Baker Street Pub and Grill,"3003 South Lamar Boulevard, Austin, TX, 78704",+1-512-691-9140,southaustin@bakerstreetpub.com,https://www.bakerstreetpub.com,Mo-Su 11:00-02:00,american;british,,yes,,,,restaurant,
Magnolia Cafe,1920 South Congress Avenue,,,,,,,,,,,restaurant,
East Side King,2310 South Lamar Boulevard,,,,,,,,,,,restaurant,
East Side King,1618 East 6th Street,,,,,,,,,,,restaurant,
Este,"2113 Manor Road, Austin, TX, 78722",,hola@esteatx.com,https://www.esteatx.com/,"Mo-Th 17:00-22:00, Fr-Su 11:30-22:00",seafood;mexican,,,,,,restaurant,
Vince Young Steakhouse,Vince Young Steakhouse,,,,,,,,,,,restaurant,
Pearl Dive Oyster Bar,"1611 West 5th Street, Austin, TX, 78703",+1-512-291-7898,slurp@pearldiveoysterbar.com,https://www.pearldiveoysterbar.com/,Mo-Th 16:00-23:00; Fr-Sa 15:00-23:00; Su 15:00-22:00,seafood,,,,,,restaurant,
El Chilito,"1623 East 7th Street, Austin, TX, 78702",,,https://www.elchilito.com/,Mo-Fr 07:00-22:00; Sa 08:00-22:00; Su 08:00-21:00,mexican;coffee_shop,,,,,,restaurant,
Tamale House East,"1707 East 6th Street, Austin, TX, 78702",,,,08:00-15:00,,,,,,,restaurant,
Julio's Cafe,"4230 Duval Street, Austin, TX, 78751",,,,,mexican,,,,,,restaurant,
Vino Vino,"4119 Guadalupe Street, Austin, TX, 78751",,,,,,,,,,,restaurant,
Bar Chi Sushi,206 Colorado Street,+1 5123825557,,http://www.barchisushi.com/,,sushi,,,,,,restaurant,
Taverna,258 West 2nd Street,,,,,italian,,,,,,restaurant,
Bill's Oyster,"205 West 3rd Street, Austin, TX, 78701",,,https://www.billsoyster.com/,,seafood,,,,,,restaurant,
Lamberts,Lamberts,+1 5124941500,,http://www.lambertsaustin.com/,,barbecue,,,,,,restaurant,
La Condesa,400 West 2nd Street,,,,,mexican,,,,,,restaurant,
Rote Shaq Indian Fusion,"360 Nueces Street, Austin, TX, 78701",,,,Mo-Sa 11:00-21:30; Su 11:00-21:00,indian,,,,,,restaurant,
El Meson,El Meson,,,,,mexican,,,,,,restaurant,
It's Italian Cucina,"1500 South Lamar Boulevard, Austin, TX, 78704",+1-512-482-8655,info@itsitaliancucina.com,https://itsitaliancucina.com/,"Tu-Th 17:00-21:00; Fr,Sa 17:00-21:30; Su,Mo off",italian,yes,yes,yes,,"Credit Cards, Debit Cards",restaurant,
El Raval,"1500 South Lamar Boulevard, Austin, TX, 78704",+1-512-473-2211,,https://www.elravalatx.com/,"Th-Sa 17:00-22:00, Su-We 17:00-21:00, Su 11:30-16:00",spanish,yes,yes,yes,,"Credit Cards, Debit Cards",restaurant,
Chupacabra Cantina,Chupacabra Cantina,+1-512-703-4628,,https://www.chupacabracantina.com/,11:00-02:00,mexican,,,,,,restaurant,
Rio Grande Mexican,Rio Grande Mexican,,,,,,,,,,,restaurant,
Geisha Sushi & Grill,Geisha Sushi & Grill,,,http://www.geisha6th.com/,,sushi,,,,,,restaurant,
Los Comales Restaurant,"2136 East 7th Street, Austin, TX, 78702",,,,"Mo,We-Su 06:00-21:00; Tu 06:00-15:00",mexican,yes,yes,no,yes,,restaurant,
ABGB,ABGB,,,,,,,,,,,restaurant,
The Grove,The Grove,,,,,,,,,,,restaurant,
Hoover's Cooking,"2002 Manor Road, Austin, TX, 78722",,,https://www.hooverscooking.com/,,regional,,,,,,restaurant,
Fogo de Chão,"200 Congress Avenue, Austin, TX, 78701",+1-512-472-0220,,https://fogodechao.com/,"Mo-Fr 11:00-15:00, Mo-Th 15:00-22:00, Fr 15:00-22:30, Sa,Su 11:30-14:00, Sa 14:00-22:30, Su 14:00-21:00",brazilian;steak_house,yes,yes,,yes,,restaurant,
Arandinas Mexican Restaurant,Arandinas Mexican Restaurant,(512) 326-1182,,https://arandinasmexicanfood.com/,Su-Th 07:00-12:00; Fr-Sa 07:00-01:00,mexican,,,,,,restaurant,
Saigon On 7th,2601 East 7th Street,(512) 351-6916,,https://saigonlevendeur.business.site/,11:00 AM - 9:00 PM,vietnamese,,,,,,restaurant,
Gyu-Kaku,"1211 East 5th Street, Austin, TX, 78702",,,,,japanese;barbecue,,,,,,restaurant,
Brooklyn Dumpling Shop,"1401 East 6th Street, Austin, TX, 78702",,,https://www.brooklyndumplingshop.com/,,asian,,,,yes,,restaurant,
Ma'CoCo,"501 Comal Street, Austin, TX, 78702",+1-512-520-5333,,https://www.macocoatx.com/,"Su-Th 11:00-15:00, 17:00-21:00; Fr-Sa 11:00-15:00, 17:00-22:00",mexican,yes,,,,,restaurant,
Pluckers Wing Bar,"2222 Rio Grande St, Austin, TX, 78705",+1-512-469-9464,,https://www.pluckers.com/location/rio-grande,"Sa-Su 00:00-03:00,11:00-24:00; Mo-Th 11:00-24:00; Fr 00:00-01:00,11:00-24:00",american;wings,,,,,,restaurant,
Dollar Slice Club,"2300 Guadalupe Street, Austin, TX, 78705",,,,"Mo-We 11:00-24:00, Th-Sa 11:00-03:00, Su 12:00-24:00",pizza,,,,,,restaurant,
Corinne,"304 East Cesar Chavez Street, Austin, TX, 78701",+1-737-787-7018,,https://www.corinneatx.com/,,,,,,,,restaurant,
Mason's Famous Lobster Rolls,"200 Congress Avenue, Austin, TX, 78701",+1-512-428-4006,,https://www.masonslobster.com/,Mo-Su 11:00-21:00,seafood,yes,,yes,,,restaurant,
Red Farm,"201 West 3rd Street, Austin, TX, 78701",+1-512-859-9700,,https://www.redfarmnyc.com/location/Austin/,,chinese,,,,yes,,restaurant,
TraphouseATX,"310 Colorado Street, 78701",,,,,caribbean,,,,,,restaurant,
Local Foods,"454 West 2nd Street, 78701",,,https://www.localfoodstexas.com/,Mo-Th 10:45-20:00; Fr 10:45-20:30; Sa 09:00-20:30; Su 09:00-20:00,sandwich;american,,,,,,restaurant,
Wu Chow,"500 West 5th Street, 78701",,,https://wuchowaustin.com/,"Mo-Fr 11:00-14:00, Mo-Th 17:00-22:00, Fr,Sa 17:00-23:00; Su 11:00-15:00",chinese,,,,,,restaurant,
Vaquero Taquero,"603 Sabine Street, 78701",,,http://www.vaquerotaquero.com/,,mexican;tex-mex,,,,,,restaurant,
Taco Joint,"2807 San Jacinto Boulevard, Austin, TX, 78705",,,,,tacos,yes,yes,,,,restaurant,
Mour Cafe,"1414 Shore District Drive, Austin, TX, 78741",+1-512-442-6687,info@mourcafe.com,https://mourcafe.com,,international,yes,yes,yes,yes,,restaurant,
1618 Asian Fusion,"1618 East Riverside Drive, Austin, TX, 78741",+1-512-462-9999,,https://1618asianfusion.com/,Mo-Th 10:00-22:00; Fr 10:00-23:00; Sa-Su 08:00-21:30,asian,yes,yes,yes,yes,,restaurant,
Thundercloud Subs,"2021 East Riverside Drive, 78741",,,,,,,,,,,restaurant,
Papalote Taco House,"2803 South Lamar Boulevard, 78704",+1-512-804-2474,,https://yumpapalote.com/,Mo-Fr 07:00-22:00; Sa 08:00-22:00; Su 08:00-20:00,mexican;tacos,,,,,,restaurant,
Polvo's,"360 Nueces Street, Austin, TX, 78701",,,,"Su-Th 16:00-22:00, Fr,Sa 16:00-24:00",,yes,,,,,restaurant,
Burger Bar,"110 East 2nd Street, Austin, TX, 78701",+1-512-608-4822,,https://www.burgerbaraustin.com/,"Su-Th 11:00-01:00; Fr,Sa 11:00-02:00",burger,,,,,,restaurant,
Corner Restaurant,Corner Restaurant,,,,,,,,,,,restaurant,
Wholly Cow Burger and Zen Market,Wholly Cow Burger and Zen Market,,,,,burger,,,,,,restaurant,general
True Food Kitchen,True Food Kitchen,,,,,american,,,,,,restaurant,
Fresas,Fresas,,,,,,,,,,,restaurant,
Sam's BBQ,"2000 East 12th Street, Austin, TX, 78702",,,,09:00-22:00,barbecue,,,,,,restaurant,
Vic & Al's,"2406 Manor Road, Austin, TX, 78722",+1-512-387-5875,,https://www.vicandals.com/,Mo-Fr 11:00-22:00; Sa-Su 09:00-23:00,cajun,yes,,,,,restaurant,
Dai Due,Dai Due,,,,,regional,patio,,no,,,restaurant,
Galloway's Sandwich Shop,"1914 East 12th Street, Austin, TX, 78702",,,,,sandwich,,,,,,restaurant,
The Original New Orleans Po-Boy and Gumbo Shop,"1806 East 12th Street, Austin, TX, 78702",,,,,cajun,,,,,,restaurant,
Geraldine's,Geraldine's,,,,,,,,,,,restaurant,
Snooze,Snooze,,,,,breakfast,,,,,,restaurant,
ALC Steaks,ALC Steaks,,,,,steak_house,,,,,,restaurant,
El Pollo Rico,El Pollo Rico,,,,,,,,,,,restaurant,
Kesos Taco House,Kesos Taco House,,,https://kesostacohouse.com/,Mo-Fr 07:00-22:00; Sa 08:00-22:00; Su 08:00-21:00,american,,,,,,restaurant,
Forthright,35 Brazos Street,+1 5123000886,,http://www.forthright.cafe/,,,,,,,,restaurant,
Ruth's Chris Steak House,Ruth's Chris Steak House,,,,,american;steak_house,,,,,,restaurant,
Lonesome Dove Bistro,"123 West 6th Street, Austin, TX, 78701",+1 5123682821,,https://lonesomedoveaustin.com/,,western,,,,,,restaurant,
Chez Nous,Chez Nous,,,,,french,,,,yes,,restaurant,
Terry Black's BBQ,"1003 Barton Springs Road, Austin, TX, 78704",+1-512-394-5899,,,"Su-Th 10:30-21:30; Fr,Sa 10:30-22:00",barbecue,,,,,,restaurant,
Flower Child,78701,,,,,,,,,,,restaurant,
North Italia,78701,,,,"Mo-Fr 11:00-16:00, Su-Th 16:00-22:00, Fr,Sa 16:00-23:00, Sa,Su 11:00-16:00",,,,,,,restaurant,
Salvation Pizza,Salvation Pizza,,,,,italian_pizza,,,,,,restaurant,
Snooze,"3800 North Lamar Boulevard, Austin, TX, 78756",,,,Mo-Su 06:30-14:30,breakfast,yes,yes,no,,,restaurant,
Las Trancas,Las Trancas,,,,,,yes,,,,,restaurant,
The Vegan Nom,"2324 East Cesar Chavez Street, Austin, TX, 78702",+1-512-497-3147,chris@thevegannom.com,https://www.thevegannom.com/,Tu-Su 09:00-23:00,,yes,,,,,restaurant,
Arlo's,"900 Red River Street, Austin, TX, 78701",,,,Mo-Su 12:00-02:00,,,,,,,restaurant,
Counter Cafe,Counter Cafe,,,https://www.countercafe.com/,,,yes,,,,,restaurant,
Fukumoto,"514 Medina Street, Austin, TX, 78702",,,https://www.fukumotoaustin.com/,,japanese,no,,,,,restaurant,
Pizzeria Grata,"2700 South Lamar Boulevard, Austin, TX, 78704",,,,,pizza,,,,,,restaurant,
Loro,Loro,,,,,,,,,,,restaurant,
Central Standard,"1603 South Congress Avenue, Austin, TX",,,https://centralstandardaustin.com/,,american,,,,,,restaurant,
Rudy's Country Store and Bar-B-Q,"3914 North Lamar Boulevard, Austin, TX, 78756",+1-512-838-3337,,,,barbecue,,,,,,restaurant,
Clark's Oyster Bar,Clark's Oyster Bar,,,,,,,,,,,restaurant,
Cafe Josie,Cafe Josie,,,,,,,,,,,restaurant,
Lin Asian Bar + Dim Sum,Lin Asian Bar + Dim Sum,,,,,,,,,yes,,restaurant,
Nightcap,Nightcap,,,,,,,,,yes,,restaurant,
The Guesthouse,"110 San Antonio Street, Austin, TX, 78701",+1-512-720-0000,,https://www.welcometgh.com/,Mo-Su 17:00-23:00,,yes,,,yes,,restaurant,
Ember Kitchen,"800 West Cesar Chavez Street, Austin, TX, 78701",+1-512-200-2250,,https://www.emberatx.com/,Mo-Sa 17:00-22:00,latin_american,yes,,,yes,,restaurant,
Swift's Attic,"315 Congress Avenue, Austin, TX, 78701",,,https://swiftsattic.com/,,fine_dining,,,,,,restaurant,
Phoebe's Diner,"533 West Oltorf Street, Austin, TX, 78704",,,,Mo-Su 07:00-15:00,diner,,,,yes,"Credit Cards, Debit Cards",restaurant,
El Naranjo,El Naranjo,,,,,,,,,,,restaurant,
Arlo Grey,Arlo Grey,+1 5124782991,,https://www.thelinehotel.com/austin/restaurants-bars/arlo-grey/,,,,,,,,restaurant,
Veracruz all natural,1704 East Cesar Chavez Street,,,https://www.veracruzallnatural.com,,,,,,,,restaurant,
Black's BBQ,"3110 Guadalupe Street, Austin, TX, 78705",+1-512-524-0801,,,,barbecue,,,,,,restaurant,
Little House,4112 Medical Parkway,,,,,,,,,,,restaurant,
Discada,Discada,,,,,,,,,,,restaurant,
Asador,Asador,,,,,,,,,,,restaurant,
Domo Alley-Gato,"1600 East 6th Street, Austin, TX, 78702",,,https://www.domo-tatsuya.com/,Mo-Su 16:00-24:00,,yes,,,,,restaurant,
Licha's Cantina,Licha's Cantina,,,,,,,,,,,restaurant,
Cisco's Restaurant Bakery & Bar,"1511 East 6th Street, Austin, TX, 78702",+1-512-478-2420,,https://www.ciscosaustin.com/home,08:00-21:00,,,,,,,restaurant,
Pool Burger,Pool Burger,,,,,,,,,,,restaurant,
Sixth and Waller,Sixth and Waller,,,,,,,,,no,,restaurant,
Il Brutto,Il Brutto,,,,Mo-Th 17:00-22:00; Fr 17:00-23:00; Sa 11:00-23:00; Su 11:00-22:00,,yes,,,,,restaurant,
Anthem,91 Rainey Street,+1 512-731-1411,,https://eatdrinkanthem.com/,Mo-We 12:00-22:00; Th 12:00-23:00; Fr 12:00-24:00; Sa 11:00-24:00; Su 11:00-22:00,,,yes,yes,yes,"Cash, Credit Cards, Debit Cards",restaurant,
Taqueria Kim Karina,Taqueria Kim Karina,,,,,,,,,,,restaurant,
Snooze,"1109 East 5th Street, Austin, TX, 78702",,,https://www.snoozeeatery.com/,,breakfast,,,,,,restaurant,
Spartan Pizza,"1007 East 6th Street, Austin, TX, 78702",+1-512-484-0798,,http://spartanpizzaaustin.com/,,pizza,,,,,,restaurant,
Uroko,Uroko,,,,,sushi,,,,,,restaurant,
RPM Counter,RPM Counter,,,,,,,,,,,restaurant,
Group Therapy,"400 Lavaca Street, Austin, TX, 78701",+1-888-880-3244,,https://www.hotelzaza.com/austin/dining/group-therapy,"Sa-Su 06:30-16:00 ""brunch""; Mo-Fr 06:30-11:00 ""breakfast""; Mo-Th,Su 16:00-22:00 ""dinner""; Fr,Sa 16:00-23:00 ""dinner""; Mo-Th,Su 22:00-24:00 ""bar only""; Fr,Sa 23:00-02:00 ""bar only""",american,,,,,,restaurant,
Dovetail Pizza and Bar,"1816 South 1st Street, Austin, TX, 78704",+1-512-480-2255,,,Fr-Su 18:00-22:00,pizza,,,,,,restaurant,
ATX Cocina,"110 San Antonio Street, Austin, TX, 78701",+1-512-263-2322,,https://www.atxcocina.com/,,mexican,yes,,,,,restaurant,
Pok-e-Jo's Smokehouse,"1001 East 41st Street, Austin, TX, 78751",+1-512-302-1200,,https://pokejos.com/,Tu-Su 11:00-20:00,barbecue,,yes,yes,yes,,restaurant,
Wingzup,"1000 East 41st Street, Austin, TX, 78751",+1-512-323-2587,,https://wingzup.com/,Su-Fr 11:00-24:00; Sa 11:00-01:00,wings;sandwich;burger;dessert;salad,yes,yes,yes,yes,,restaurant,
Kismet Cafe,"1000 East 41st Street, Austin, TX, 78751",+1-512-236-1811,,https://www.kismetcafe.com/,Su-We 11:00-01:00; Th-Sa 11:00-02:00,mediterranean,,,,,,restaurant,
Tso Chinese Delivery,"3909 North Interstate 35, Austin, TX, 78722",+1-512-774-4876,,https://tsodelivery.com/,Mo-Su 11:00-21:30,chinese,,only,yes,yes,,restaurant,
El Pollo Rico,"3909 North Interstate 35, Austin, TX, 78722",+1-512-373-8440,,https://www.pollosricos.com/,Mo-Sa 11:00-21:00,mexican;chicken,,yes,,,,restaurant,
Chinatown Westlake,Chinatown Westlake,,,https://www.austinchinatown.com/west-lake-hills,,chinese,,,,,,restaurant,
Pho Please,"1920 East Riverside Drive, Austin, TX, 78741",+1-512-354-9779,phopleaseaustin@gmail.com,https://www.phopleaseaustin.com,Mo-Su 11:00-21:00,vietnamese,no,yes,,yes,,restaurant,
Pokéworks,"1920 East Riverside Drive, Austin, TX, 78741",+1-512-551-9512,info@pokeworks.com,https://www.pokeworks.com/austin,,hawaiian,yes,yes,yes,yes,,restaurant,
El Pollo Rico,"1717 South Pleasant Valley Road, Austin, TX, 78741",+1-512-326-1886,,https://www.pollosricos.com/,Mo-Su 10:00-21:50,mexican,,,,yes,,restaurant,
Batch Craft Beer & Kolaches,Batch Craft Beer & Kolaches,+1-512-401-3025,,https://www.batchatx.com/,"Mo-We 08:00-22:00; Th,Fr 08:00-23:00; Sa 09:00-23:00; Su 09:00-21:00",czech;coffee_shop,yes,,,limited,"Credit Cards, Debit Cards",restaurant,
The Peacock,"600 West 2nd Street, Austin, TX, 78701",+15126281410,thepeacock.reservations@properhotel.com,https://www.properhotel.com/austin/restaurants-bars/the-peacock/,Su-Th 07:00-00:00; Fr-Sa 07:00-01:00,mediterranean,yes,,,yes,,restaurant,
Colleen's Kitchen,"1911 Aldrich Street, Austin, TX, 78723",,,,"Mo-Fr 11:00-16:00, Sa,Su 10:00-14:30, Mo-Su 16:00-17:00+",southern,,,,,,restaurant,
Bao'd Up,"1911 Aldrich Street, Austin, TX, 78723",,,,,asian,,,,,,restaurant,
L'Oca d'Oro,"1900 Simond Avenue, Austin, TX, 78723",,,,,italian,,,,,,restaurant,
Tsuke Edomae,"4600 Mueller Boulevard, Austin, TX, 78723",+1-512-825-3120,,https://www.tsukeedo.com/,,sushi,,,,,,restaurant,
Golden Tiger,Golden Tiger,,,,,,,,,,,restaurant,
Fixe Southern House,"500 West 5th Street, Austin, TX, 78701",,,https://fixesouthernhouse.com/,,american,,,,,,restaurant,
Salvation Pizza,"51 Rainey Street, Austin, TX, 78701",,,,,pizza,,,,,,restaurant,
Emmer & Rye,"51 Rainey Street, Austin, TX, 78701",,,,,american,,,,,,restaurant,
Hestia,"607 West 3rd Street, Austin, TX, 78701",,,https://hestiaaustin.com/,,fine_dining,,,,,,restaurant,
Hunt Dinning Hall,Hunt Dinning Hall,,,https://www.stedwards.edu/campus-living/dining,Mo-Su 06:00-21:00,pizza;grill;salad;sandwich,,,no,,,restaurant,
Velvet Taco,"522 Congress Avenue, 78701",+1 5122985223,,https://www.velvettaco.com/location/6th-congress/,"Su-We 11:00-24:00, Th 11:00-01:00, Fr,Sa 11:00-04:00",,,,,,,restaurant,
Brunch Bird,"1209 East 7th Street, Austin, TX, 78702",,,https://www.brunchbird.com/,08:00-24:00,,,,,,,restaurant,
Sammataro Pizza,"1108 East 12th Street, Austin, TX, 78702",+1 512-690-1547,,https://www.sammataro.pizza,,pizza,,,,,,restaurant,
