name,address,phone,email,website,opening_hours,cuisine,outdoor_seating,takeaway,delivery,wheelchair,payment_methods,source,location,amenity,shop
Buzz Stop,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Mike's Place,"90 הרברט סמואל, תל אביב-יפו",+972 3-510-6392,,http://mikesplacebars.com,Su-Sa 10:00-04:00; Sa-Su 08:00-04:00,,,,,no,,OpenStreetMap,"32.0852997, 34.7818064",pub,
ארוק,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Unknown,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
בקי,13 אבן גבירול,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Rosa Parks,265 דיזנגוף,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
הארבעה,2 הארבעה,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Dizzy,121 דיזנגוף,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
אפרטמנט,98 דיזנגוף,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
תמוז,187 יהודה הלוי,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
שושו,221 בן יהודה,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
ברקפסט,6 שדרות רוטשילד,,,http://www.breakfast-milk.com,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
מנטל,"7 שד""ל",,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
70 פילים,70 בוגרשוב,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
גילדה,64 אחד העם,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
המעוז,28 קינג גורג,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
גלינה,האנגר 19 נמל תל אביב,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
החלונות הגבוהים,113 החשמונאים,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
אליעזר,186 בן יהודה,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Friends,"186 בן יהודה, בן יהודה",,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
זאייצ׳יק,45 נחלת בנימין,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
שטראסה,14 אבן גבירול,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
שלוותה,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
הקיבוץ,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
מאש,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Louis,4 מלכי ישראל,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Shem Tov,14 שדרות מסריק,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
הנביאים,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
אלכוהום,188 בן יהודה,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
15 דקות,15 ארלוזורוב,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
פאבליק,17 מונטיפיורי,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Vicenza,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Monarch,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Dancing Camel Pub,12 התעשיה,+97236242783,,http://www.dancingcamel.com,Su-We 17:00-01:00; Th 17:00-02:00; Fr 12:00-17:30; Sa 20:00-00:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Patrick's,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Beer Bazaar,"36 ישכון, Tel Aviv",,,https://www.facebook.com/BeerBazaarIL,"Su-Th 12:00-01:00, Fr 11:00-18:00, Sa 19:00-01:00",,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
פרישמן,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
סילביה באמפר,38 אבן גבירול,,,https://silviabumper.co.il/,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
אפולו,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
הודנא,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Beerbazaar Levinsky,13 זבולון,,,https://beerbazaar.co.il/#levinsky-eng,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Uganda,"5 בית הבד, תל אביב-יפו",,,,Su-Th 18:00-02:00; Fr-Sa 12:00-02:00,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Little Prague,Address not available,,,https://littleprague.co.il/,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
El Vecino,"192 אבן גבירול, Tel Aviv",,,https://elvecino.co.il/,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Lesin Bar,Address not available,,,,"Su-We 19:00-02:00, Th 19:00-04:00, Fr 21:00-04:00, Sa 19:00-04:00",,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Beer Bazaar,"Tel Aviv, Yafo",,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Beer Bazaar Habima,Tel Aviv,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
The Beer Shop,Tel Aviv,,,https://beershop.co.il,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
Beer Garden,Address not available,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
223,223 דיזנגוף,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
foster,38 שלמה המלך,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",pub,
