name,address,phone,email,website,opening_hours,cuisine,outdoor_seating,takeaway,delivery,wheelchair,payment_methods,amenity,shop
Donut King,"2919 Kapiolani Boulevard, Honolulu, HI, 96826",+1-808-258-4119,,,Mo-Fr 06:00-19:00; Sa-Su 06:00-17:30,donut,no,yes,,,"Mastercard, Visa, American Express, Contactless",cafe,
Starbucks Reserve,96815,+1 808-284-0278,,https://www.starbucks.com/store-locator/store/1017936/waikiki-marriott-lobby-2552-kalakaua-ave-honolulu-hi-968153662-us,Mo-Su 04:30-23:00,coffee_shop,,yes,,yes,,cafe,
ShoreFyre,"2446 Koa Avenue, 96815",,,,Fr-Mo 07:00-02:00; Tu-We 09:00-23:00,regional;asian,,,,,,cafe,
Hawaiian Asian Cafe,Hawaiian Asian Cafe,,,,Mo-Su 06:00-18:00,asian,,,,,,cafe,
Mexican Coffee,Mexican Coffee,,,,,coffee_shop,,,,,,cafe,
Nice To Meet You Tea House,"1130 Nimitz Highway, Honolulu, HI, 96817",+1-808-200-0169,,,Mo-Sa 10:00-22:00; Su 10:00-20:00,bubble_tea;ice_cream,yes,yes,no,yes,Credit Cards,cafe,
Burgers on Bishop,745 Fort Street,,,https://www.burgersonbishop.com/lunch,Mo-Fr 08:00-15:00,,,,,,,cafe,
Blue Hawaii Lifestyle,"1450 Ala Moana Boulevard, Honolulu, HI, 96814",,,,Mo-Sa 09:30-21:00; Su 10:00-19:00,,,,,,,cafe,
KONA Coffee Purveyors,96815,,,,Mo-Su 06:00-22:00,,,,,yes,,cafe,
Teapresso Bar,"745 Keeaumoku Street, Honolulu, HI, 96813",+1 808-955-1840,,https://www.teapressobar.com/,,bubble_tea,no,,,,,cafe,
Thang’s French Coffee & Boba Tea,"1286 Kalani Street, Honolulu, HI, 96817",+1 808 845 2164,,https://www.facebook.com/thangsbubbletea,,bubble_tea;juice,no,yes,no,,Cash,cafe,
Hana Tea,"1111 Dillingham Boulevard, Honolulu, HI, 96817",+1-808-376-8139,,https://www.hanatea808.com/,Mo-Th 10:30-21:30; Fr-Sa 10:30-22:00; Su 10:30-21:30,bubble_tea,no,yes,,,,cafe,
Kaimana Farm Cafe,"845 Kapahulu Avenue, Honolulu, HI, 96816",,,,We-Mo 08:00-16:00,,,,,,,cafe,
Wen’s Tea,"661 Keeaumoku Street, Honolulu, HI",,,,"Mo-We,Fr-Su 11:30-21:30",bubble_tea,no,,yes,,"Visa, American Express",cafe,
Top Tea + Expresso,"1425 Liliha Street, Honolulu, HI, 96817",+1 808 524 3888,,,Mo-Su 11:00-21:00,bubble_tea,,yes,yes,,Contactless,cafe,
NIO Snow Ice & Tea,"550 Halekauwila Street, Honolulu, HI, 96813",,,,,bubble_tea,yes,yes,yes,yes,,cafe,
Local Joe,110 Marin Lane,,,,"Mo-Fr 06:30-17:00, Sa 08:00-13:00",,,,,,,cafe,
Kai Coffee Hawaii,Kai Coffee Hawaii,,,,,coffee_shop,,,,,,cafe,
Kids Cafe,"111 Ohe Street, Honolulu, HI, 96813",,,,,,,yes,,,Cash,cafe,
Island Brew,Island Brew,,,,,,,,,,,cafe,
TeaTime,TeaTime,,,,,bubble_tea,,,,,,cafe,
Tiger Sugar,"1365 South Vineyard Boulevard, Honolulu, HI, 96813",+1 808-376-0648,,,11:30-21:00,bubble_tea,no,yes,yes,,"Mastercard, Visa, Contactless",cafe,
Kawaii Wave,Kawaii Wave,,,,,dessert,,,,,,cafe,
Fortune Tea,Fortune Tea,,,,,bubble_tea,no,,yes,,,cafe,
Shaka Shaka,Shaka Shaka,,,,,bubble_tea,,yes,,,,cafe,
Lunar Tea,Lunar Tea,,,,,bubble_tea,,,,,,cafe,
Jejubing Dessert Cafe,Jejubing Dessert Cafe,,,,Mo-Sa 12:00-20:00; Su 12:00-19:00,dessert,,,,,,cafe,
Teapresso Bar,Teapresso Bar,,,,,bubble_tea,,,,,,cafe,
Alii Coffee,Alii Coffee,,,,,coffee_shop,,,,,,cafe,
Arvo Cafe,"324, suite 1A Coral Street",,,,,,,,,,,cafe,
Cafe Villamor,825 Ilaniwai Street,,,,,,,,,,,cafe,
TRY Coffee,TRY Coffee,,,,,,,,,,,cafe,
Nordstrom EBar Artisan Coffee,"1450 Ala Moana Boulevard, Honolulu, HI, 96814",+1 808-953-6115,,https://www.nordstrom.com/store-details/united-states/hi/honolulu/nordstrom-ala-moana/,Mo-Th 08:00-20:00; Fr-Sa 08:00-21:00; Su 09:30-19:00,coffee_shop,,,,,,cafe,
MOMO TEA,MOMO TEA,+1 808-492-1117,,,11:00-21:00,bubble_tea,,,yes,,"Mastercard, Visa",cafe,
illy Caffè,1450 Ala Moana Boulevard,,,,,coffee_shop,,,,,,cafe,
Kai Coffee,Kai Coffee,,,,,,,,,,,cafe,
Honolulu Coffee,Honolulu Coffee,,,,,,,,,,,cafe,
Royal Hawaiian Bakery,Royal Hawaiian Bakery,,,,,,,,,,,cafe,bakery
The Alley,"1405 Ala Moana Boulevard, Honolulu, HI, 96814",,,https://www.the-alley.us/,,bubble_tea,,,,,Credit Cards,cafe,
Downtown Coffee,Downtown Coffee,,,,,coffee_shop,,,,,,cafe,
Mr. Tea,909 Kapiolani Boulevard,+1 808-593-2686,,https://mrtea.com,11:00-24:00,bubble_tea,,,,,"Mastercard, Visa, American Express",cafe,
Cafe Kyra,801 Kaheka Street,,,,,coffee_shop;juice;bubble_tea,,,,,"Mastercard, Visa, American Express, Contactless",cafe,
Dragon Tea Cafe,"1339 North School Street, Honolulu, HI, 96817",,,https://www.dragonteahawaii.com,Tu-Su 11:00-20:30,taiwanese;bubble_tea,,yes,,,,cafe,
Hawaiian Aroma Caffe,Hawaiian Aroma Caffe,,,,,,,,,,,cafe,
Happy Lemon,Happy Lemon,,,,,bubble_tea,,yes,,,,cafe,
Little Sweet,Little Sweet,,,,,bubble_tea,,,,,,cafe,
Drip Studio HNL,"1146 Fort Street Mall, Honolulu, HI, 96813",,,https://dripstudiohnl.com,Tu-Sa 07:00-14:00,coffee_shop;sandwich,yes,,,,,cafe,
Tiger Sugar,Tiger Sugar,,,,,bubble_tea,,yes,,,,cafe,
Sharetea,Sharetea,,,,,bubble_tea,,yes,,,,cafe,
HiTea,HiTea,,,,,Bubble Tea;chinese,,,,,,cafe,
S7 Icy Bubble,"888 Kapahulu Avenue, Honolulu, HI, 96816",,,,,bubble_tea,,,,,,cafe,
Neko Koneko Cafe,1658 Liliha Street,,,,,coffee_shop,,,,,,cafe,
Bean About Town,Bean About Town,,,,,,,,,,,cafe,
Liliha,Liliha,,,,,,,,,,,cafe,
Sandy’s Cafe,Sandy’s Cafe,,,,,,,,,,,cafe,
Spero Spera,Spero Spera,+18085910102,,https://www.sspera.com/,,coffee_shop,,,,,,cafe,
Regal Bakery,Regal Bakery,,,,,,,,,,,cafe,
Sweet E's Cafe,1006 Kapahulu Avenue,,,,,,,,,,,cafe,
Yi Fang Tea,Yi Fang Tea,,,,,bubble_tea,no,yes,,,,cafe,
Sunny's,464 Ena Road,,,,Mo-Su 06:00-17:00,,yes,,,,,cafe,
Milkyway,Milkyway,,,,Mo-Sa 11:00-18:00; Su closed,bubble_tea,,,,,,cafe,
Lunar Tea,"2334 South King Street, Honolulu, HI, 96826",+18088921018,,http://places.singleplatform.com/lunar-tea/menu?ref=google,Mo-Su 10:30-21:00,bubble_tea,no,,,,,cafe,
