name,address,phone,email,website,opening_hours,cuisine,outdoor_seating,takeaway,delivery,wheelchair,payment_methods,amenity,shop
בן זכאי,44 בן זכאי,,,,,,,,,,,school,
תלמוד תורה חב”ד,תלמוד תורה חב”ד,,,,,,,,,,,school,
"בי""ס אוסישקין תל אביב","31 שמעון התרסי, תל אביב-יפו",,,,,,,,,,,school,
Rokach School,"29 שדרות החי""ל, Tel Aviv",,,,,,,,,,,school,
גימנסיה הרצליה,106 ז'בוטינסקי,03-694-0202,,http://www.gymnasia.co.il/,Su-Th 07:00-19:00; Fr 07:00-15:00,,,,,,,school,
ביכורים,ביכורים,,,,,,,,,,,school,
בית ספר סגולה,4 סמטת גולד,,,,,,,,,,,school,
בית ספר עליות,בית ספר עליות,,,,,,,,,,,school,
avigur school,avigur school,,,,,,,,,,,school,
הבילויים,הבילויים,,,,,,,,,,,school,
תיכון אוהל שם,תיכון אוהל שם,,,,,,,,,,,school,
קלעי,קלעי,,,,,,,,,,,school,
"בית חינוך חמ""ד אמונים גבעתיים","בית חינוך חמ""ד אמונים גבעתיים",+97237315017,emmunim@gmail.com,,,,,,,,,school,
Ort technikum,Ort technikum,,,,,,,,,,,school,
אושא מד,אושא מד,+9727514964,saritzeh@hinuchm.k12.il,,,,,,,,,school,
Mordei HaGeta'ot Elementary School,Mordei HaGeta'ot Elementary School,,,https://mordeihagetaot.tik-tak.net/,,,,,,,,school,
תיכון עירוני ט',תיכון עירוני ט',,,,,,,,,,,school,
תיכון אורט סינגלובסקי,תיכון אורט סינגלובסקי,,,,,,,,,,,school,
בית הספר כוכב הצפון,בית הספר כוכב הצפון,,,,,,,,,,,school,
Hemda,Hemda,,,,,,,,,,,school,
"בי""ס יסודי אילנות","בי""ס יסודי אילנות",,,,,,,,,,,school,
בית ספר יסודי גרץ,בית ספר יסודי גרץ,,,,,,,,,,,school,
"בית ספר ע""ש זומר","1 למדן, רמת גן",+972-3-672-3409,sigalitjai@hinuchm.k12.il,,,,,,,,,school,
בית הלומד בורוכוב,בית הלומד בורוכוב,,,,,,,,,,,school,
בית ספר גורדון,בית ספר גורדון,,,,,,,,,,,school,
בית ספר עירוני ו רוגוזין,בית ספר עירוני ו רוגוזין,,,,,,,,,,,school,
תיכון עירוני ה,294 Hayarkon,,,,,,,,,,,school,
בית הספר מירון,בית הספר מירון,,,,,,,,,,,school,
עירוני ד' סניף,עירוני ד' סניף,,,,,,,,,,,school,
"עירוני י""א","עירוני י""א",,,,,,,,,,,school,
בית הספר הסקוטי טביטה,בית הספר הסקוטי טביטה,,,,,,,,,,,school,
בית הספר הצרפתי אקול דה פרר,בית הספר הצרפתי אקול דה פרר,,,,,,,,,,,school,
בית הספר אורים,בית הספר אורים,,,,,,,,,,,school,
קמפוס אריסון לאמנויות,קמפוס אריסון לאמנויות,,,,,,,,,,,school,
