name,address,phone,email,website,opening_hours,cuisine,outdoor_seating,takeaway,delivery,wheelchair,payment_methods,source,location,amenity,shop
Best Girl Coffee Counter,"927 South Broadway, Los Angeles, CA, 90015",+1-213-235-9660,,,,coffee_shop,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Cafe Dulce Dos,"777 South Alameda St, Los Angeles, CA, 90021, US",,,,Mo-Su 08:00-17:00,coffee_shop,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Cafe Integral at Freehand Los Angeles,"416 West 8th Street, Los Angeles, CA, 90014",,,,Mo-Su 07:00-15:30,coffee_shop;coffee;pastry,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Cognoscenti Coffee,"868 South Olive Street, Los Angeles, CA, 90013",,,https://cogcoffee.com/,Mo-Su 07:00-14:00,coffee_shop,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
endorffeine,"727 North Broadway, Los Angeles, CA, 90012",,,,Tu-Su 10:00-18:00; Mo closed,coffee;coffee_shop,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Kien Giang Bakery,Address not available,,,,,,yes,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Valerie,1665 Echo Park Avenue,,,,,pastry;sandwich,yes,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Nice Coffee,"515 South Flower Street, Los Angeles, CA, 90071",,,http://www.nicecoffee.com/,Mo-Fr 07:00-16:00,coffee_shop;pastry,yes,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Localita,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Glowing Plant-Based Eatery,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Go Get Em Tiger,US,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Songbird Cafe,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Tribal Cafe,Address not available,,,,,asian;regional;smoothie;salad;bowl,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Starbucks,"700 West 7th Street, Los Angeles, CA, 90017",+1 213-200-8397,,https://www.starbucks.com/store-locator/store/1009777/7th-hope-the-bloc-700-w-7th-street-gl-320-los-angeles-ca-900173768-u,,coffee_shop,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Walt Disney Concert Hall Café,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
CafeNOW,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Stumptown Coffee Roasters,"Los Angeles, CA, 90014",,,,,coffee_shop,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Starbucks,"600 West 9th Street, Los Angeles, CA, 90015",+1 213-239-9713,,https://www.starbucks.com/store-locator/store/89075/9th-flower-600-west-9th-street-135-los-angeles-ca-900154300-u,,coffee_shop,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
The Coffee Bean & Tea Leaf,"333 South Alameda Street, Los Angeles, CA, 90013",,,,,coffee_shop,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Verve Coffee,"500 Mateo Street, Los Angeles, CA, 90013",(831) 216-4448,,https://www.vervecoffee.com/pages/los-angeles-arts-district-cafe-roastery,Mo-Su 07:00-18:00,breakfast;coffee_shop;pastry;sandwich,yes,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Lobby Cafe,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
For Five Coffee Roasters Coffee,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
G&B,"317 South Broadway, Los Angeles, CA, 90013",,,,,coffee_shop,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Acuarela Coffee,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Cognoscenti Coffee Roastery,"1118 San Julian Street, Los Angeles, CA, 90015",,,https://www.cogcoffee.com/,08:00-17:00,coffee_shop;coffee,yes,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Starbucks,"2675 East Olympic Boulevard, Los Angeles, CA, 90023",+1 323-265-3457,,https://www.starbucks.com/store-locator/store/1007345/olympic-soto-2675-e-olympic-blvd-los-angeles-ca-900232607-us,,coffee_shop,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Starbucks,"1111 South Grand Avenue, Elleven Condominium, CA, 90015",+1 213-749-1751,,https://www.starbucks.com/store-locator/store/10036/11-th-grand-1111-south-grand-avenue-los-angeles-ca-900152176-u,,coffee_shop,yes,yes,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Matte Black Coffee,"1001 Broadway, 90015",,,https://matteblackcoffee.com/,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Starbucks,"1251 South Grand Avenue, Los Angeles, CA, 90015",+1 213-744-7978,,https://www.starbucks.com/store-locator/store/1017891/pico-grand-1251-s-grand-ave-los-angeles-ca-900152105-us,,coffee_shop,yes,yes,,yes,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Cow Cafe,342 West Pico Boulevard,,,,,,,,,yes,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Gong Cha,Address not available,,,,Su-Sa 12:00-20:00,bubble_tea,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Midori Matcha,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Tiger Sugar,Address not available,,,,"Su-Th 12:00-21:00; Fr,Sa 12:00-22:00",bubble_tea,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Millet Crepe,Address not available,,,,"Mo-Th 12:00-22:30; Fr,Sa 12:00-23:30; Su 12:00-22:00",dessert;crepe,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
It's Boba Time,"508 West 7th Street, Los Angeles, CA",,,,Mo-Su 10:00-22:00,bubble_tea,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Colburn Café,Address not available,,,,,,yes,,,yes,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Starbucks,"2735 South Figueroa Street, Los Angeles, CA, 90007",+1 213-618-5477,,https://www.starbucks.com/store-locator/store/1009663/figueroa-28th-2735-s-figueroa-st-los-angeles-ca-900073256-us,,coffee_shop,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Sunright,Address not available,,,,,bubble_tea,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
It's Boba Time,Address not available,,,,,bubble_tea,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Ministry of Coffee,Address not available,,,,,,yes,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Boxx Coffee Roasters Co.,"950 East 3rd Street, Los Angeles, CA, 90013",+1-424-313-2533,,https://boxxcoffee.la,Mo-Su 07:00-18:00,coffee_shop;dessert,yes,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Bohemian House of Espresso & Chai,90013,2136283086,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Stereoscope Coffee,1501 Sunset Boulevard,+1 213-265-7099,,https://www.stereoscopecoffee.com/,Mo-Sa 06:00-19:00; Su 07:00-19:00,coffee_shop,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Woodcat,"1532 Sunset Boulevard, 90026",+1 213-537-0147,,http://www.woodcatcoffee.com/,Mo-Fr 06:00-17:30; Sa-Su 07:00-18:00,coffee_shop,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Hey Hey,1555 Sunset Boulevard,+1 213-278-0689,mailto:sayhey@heyheydrinks.com,https://www.heyheydrinks.com/,Mo 09:00-19:00; Tu-Su 09:00-20:00,bubble_tea,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Stories Cafe,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Ceci's,"2813 W Sunset Boulevard, 90026",+1 213-277-1690,info@cecisoven.com,https://cecisoven.com/,"Mo-We 08:00-15:00; Th-Su 08:00-15:00,17:00-21:00",italian,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Dayglow,3206 West Sunset Boulevard,+1 323-522-3764,,https://dayglow.coffee/,Mo-Sa 07:00-19:00; Su 07:00-16:00,coffee_shop,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
About Tims,"3287 Wilshire Boulevard, 90010",(213) 340-9070,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Lucky's Coffee Roasters,Address not available,,,,,,no,,,yes,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Ricas Crepas,"CA, 90020",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Virtu Coffee,Address not available,,,,,coffee_shop,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
BASE,"731 South Broadway, Los Angeles, CA, 90014",+12136043029,,https://www.instagram.com/basecaffe.la?igsh=MzRlODBiNWFlZA==,Mo-Su 10:00-22:00,coffee_shop,yes,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Oakobing,3300 West 6th Street,,,,,dessert,,,,yes,"Cash, Credit Cards, Debit Cards",OpenStreetMap,"34.0536909, -118.242766",cafe,
Hao Sweet,Address not available,,,,,bubble_tea,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Canyon Coffee,Address not available,,,,,coffee_shop,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Pot of Cha,3013 South Figueroa Street,+12135161888,,https://potofcha.com/,Mo-Su 12:30-23:00,bubble_tea,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Lollicup Extra,3015 South Figueroa Street,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Unknown,"312 West Olympic Boulevard, Los Angeles, CA, 90015",,,,,donut;chicken,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Minon Cake,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Bubble,Address not available,,,,,bubble_tea,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
1802 Roasters,Address not available,,,,,bagel;coffee_shop,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Spotlight Café,Address not available,,,https://www.patinagroup.com/restaurant.php?restaurants_id=35,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Cafecito Orgánico,"534 Hoover Street, Los Angeles, CA, 90026",,,,Mo-Fr 06:00-19:00;Sa-Su 07:00-19:00,coffee_shop,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Starbucks,"217 North Hill Street, Los Angeles, CA, 90012",+1 213-625-2205,,https://www.starbucks.com/store-locator/store/69543/dtla-grand-park-217-n-hill-street-los-angeles-ca-900122705-us,,coffee_shop,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Starbucks,"1400 Glendale Boulevard, Los Angeles, CA, 90026",+1 213-484-3848,,https://www.starbucks.com/store-locator/store/1028237/glendale-montana-1400-glendale-blvd-los-angeles-ca-900262429-us,,coffee_shop,yes,yes,,yes,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Novel Cafe,"811 Traction Avenue, Los Angeles, 90013",(213) 621-2240,,,,american,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Pie Hole,"714 Traction Avenue, Los Angeles, 90013",(213) 537-0115,,https://thepieholela.com/,,pie;coffee;dessert,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Starbucks,"1106 Cornwell Street, Los Angeles, CA, 90033",+1 213-328-8499,,https://www.starbucks.com/store-locator/store/1019687/marengo-cornwell-1106-cornwell-street-los-angeles-ca-900331415-us,,coffee_shop,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Starbucks,"3241 North Figueroa Street, Los Angeles, CA, 90065",+1 213-999-7901,,https://www.starbucks.com/store-locator/store/1022915/figueroa-cypress-3241-n-figueroa-street-los-angeles-ca-900651525-us,,coffee_shop,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Starbucks,"800 North Alameda Street, Los Angeles, CA, 90012",+1 213-621-2862,,https://www.starbucks.com/store-locator/store/20070/dtla-union-station-main-concou-800-n-alameda-street-s-2-los-angeles-ca-900123742-,"Mo-Fr 04:00-22:00; Sa,Su 04:30-21:00",coffee_shop,no,yes,,yes,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Shreebs,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
Coffee M.CO,"2580 West Olympic Boulevard, Los Angeles, CA, 90006",+12136747381,,https://www.coffeemco.com/,,coffee_shop,yes,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
California Donuts,"3540 West 3rd Street, Little Bangladesh, CA, 90020",+1 213 385-3318,hello@cadonuts.com,https://cadonuts.com/,,donut,,,,,,OpenStreetMap,"34.0536909, -118.242766",cafe,
