name,address,phone,email,website,opening_hours,cuisine,outdoor_seating,takeaway,delivery,wheelchair,payment_methods,source,location,amenity,shop
Nordstrom Rack,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",,clothes
Angelino,"1149 Santee Street, Los Angeles, CA, 90015",+1 213-622-0915,bermudausa@yahoo.com,https://angelino.us,Mo-Fr 10:00-16:00,,,,,,"Cash, Credit Cards",OpenStreetMap,"34.0536909, -118.242766",,clothes
Pedraza's Embroidery,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",,clothes
Amor Lingerie,"2812 East Washington Boulevard, Los Angeles, CA, 90023",1(323) 267-8620,,,10:00-18:00,,,,,,,OpenStreetMap,"34.0536909, -118.242766",,clothes
Japangeles,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",,clothes
Debbie's Bridal,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",,clothes
Hob Nob,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",,clothes
Sunday's Best Vintage,"1557 Sunset Boulevard, 90026",+1 213-986-5695,,https://sundaysbestvintage.com/,"Mo-Fr,Su 11:30-19:00; Sa 11:30-20:00",,,,,,,OpenStreetMap,"34.0536909, -118.242766",,clothes
A's American Vintage,1707 Sunset Boulevard,+1 213-413-1945,,,Mo-Fr 10:30-19:00; Sa 10:30-20:00; Su off,,,,,,,OpenStreetMap,"34.0536909, -118.242766",,clothes
Big Bud Press,1829 Sunset Boulevard,,,https://bigbudpress.com/,11:00-18:00,,,,,,,OpenStreetMap,"34.0536909, -118.242766",,clothes
Unknown,"1515 Maple Avenue, Los Angeles, CA, 90015",+1-213-221-0193,shop@bohocoats.com,https://bohocoats.com/,Mo-Fr 10:00-18:00,,,,,,"Cash, Credit Cards, Debit Cards, Contactless",OpenStreetMap,"34.0536909, -118.242766",,clothes
Don Jose's Department Store,"2735 North Broadway, Los Angeles, CA, 90031",,,,Mo-Sa 10:00-18:00,,,,,,,OpenStreetMap,"34.0536909, -118.242766",,clothes
Otis Plus Size Fashion,"2714 North Broadway, Los Angeles, CA, 90031",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",,clothes
Luxe de Ville,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",,clothes
12345 Clothing,"811 Traction Avenue, Los Angeles, 90013",(213) 221-7858,,12345clothing.com,Mo-Sa 11:00-19:00,,,,,,,OpenStreetMap,"34.0536909, -118.242766",,clothes
Apolis: Common Gallery,"806 East 3rd Street, Los Angeles, 90013",+1.855.427.6547,,https://www.apolisglobal.com/,Mo-We 12:00-18:00; Th-Sa 12:00-19:00,,,,,,,OpenStreetMap,"34.0536909, -118.242766",,clothes
Conny Fashion,"2482 West Pico Boulevard, Los Angeles, CA, 90006",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",,clothes
K'aslam Apparel,"Los Angeles, CA, 90006",,,,24/7,,,,,,,OpenStreetMap,"34.0536909, -118.242766",,clothes
