name,address,phone,email,website,opening_hours,cuisine,outdoor_seating,takeaway,delivery,wheelchair,payment_methods,amenity,shop
Tenat,27 צ'לנוב,,,,Su-Th 12:00-23:00; Fr 11:00-16:00,ethiopian,,,,no,,restaurant,
Garger HaZahav,30 levinsky 30,+97236777456,,,Su 00:00-24:00; Mo-Th 10:00-20:00; Fr 09:00-15:00,,,,,,,restaurant,
יבנה מונטיפיורי,33 מונטיפיורי,,,,,,,,,,,restaurant,
BANA,36 נחמני,+972 3-619-2192,,https://banatlv.co.il/,Mo-Su 11:00-23:00,,,,,,,restaurant,
רוסטיקו,42 בזל,,,,,,,,,,,restaurant,
Kaymak,49 לוינסקי,,,,,,,,,,,restaurant,
מנטנטן,"57 נחלת בנימין, תל אביב-יפו",+97236725318,,https://www.mentententlv.com,"Sa-Tu 12:00-01:00; We, Fr 12:00-02:00; Th 12:00-03:00",japanese;ramen;sushi,,,,,,restaurant,
מקום של בשר,"64 שבזי, 65144",+961 3 5104020,,http://www.makomshelbasar.rest-e.co.il,Mo-Sa 12:00-00:00,steak_house;local,,,,limited,,restaurant,
Munnar,68 נחלת בנימין,,,,"Su-Mo, We, Fr 11:00-16:00; Tu, Th, Sa 11:00-16:00, 19:00-22:30",indian,,,,,,restaurant,
ג'אסיה,"7 לואי פסטר, Tel Aviv, 6803608",+972 3-932-3222,,https://www.tripadvisor.com/Restaurant_Review-g297749-d7911702-Reviews-Jasia_Asian_Restaurant_Sushi_Bar-Jaffa_Tel_Aviv_Tel_Aviv_District.html,Mo-Sa 12:00-00:00; Su 12:00-24:00,asian,,,,,,restaurant,
Kanu Spring Rolls,77 הרצל,,,,Su-Th 12:00-00:00; Fr 11:00-17:00; Sa 16:45-00:00,asian,,,,yes,,restaurant,
משק ברזילי,"8 אחד העם, תל אביב-יפו",+972 3 516 6329,,https://www.meshekbarzilay.co.il/%d7%94%d7%9e%d7%a1%d7%a2%d7%93%d7%94/,We-Th 18:00-23:00; Fr-Sa 12:00-23:00,,,,,,,restaurant,
חיים נלו גריל האוס,11 אילת,+972579444068,,http://www.rest.co.il/sites/Default.asp?txtRestID=9388,Mo-Sa 12:00-24:00; Su off,grill,,,,,,restaurant,
סתווים - Stivim Restaurant - Coin Commerce,"3 אחוזת בית, תל אביב, 65252",,,,,regional,,,,,,restaurant,
פנמה פיצה,"185 אבן גבירול, תל אביב-יפו",+972 3 620 0006,,https://www.panamapizza.co.il/,,pizza,,,,,,restaurant,
קפה נואר,43 אחד העם,,,http://cafnoir.rest-e.co.il/,,french,,,,,,restaurant,
מסעדת שרה,מסעדת שרה,,,,,,,,,,,restaurant,
בר-קיימא,22 המשביר,+97239493322,info@barkayma.co.il,http://barkayma.co.il/,"Mo-Su 00:00-01:00,17:00-24:00; Fr,Sa 00:00-01:00,12:00-24:00",,,,,,,restaurant,
M25,"15 ברודצקי, תל אביב יפו",+972 3 934 0248,,https://m25meat.co.il/brodetzki/,Mo-Sa 12:00-23:00,burger;steak_house;kebab;grill,,,yes,limited,,restaurant,
לג'נדה,לג'נדה,,,,,ice_cream,yes,,,,,restaurant,
קינג ג'ורג',"7 אבא הלל, רמת גן",+972 3 575 6060,micheldayan4@gmail.com,,Su-Sa 12:00-24:00+,,yes,,yes,,,restaurant,
שוקו לולו,3 ויטל חיים,+97235187970,,http://www.rest.co.il/sites/Default.asp?txtRestID=11391,"Mo-Su 00:00-01:00,09:00-24:00",,yes,,,,,restaurant,
Gordo,Gordo,,,,,,,,,,,restaurant,
לה-שוק,לה-שוק,+97236033117,,,Mo-Su 12:00-23:30,,,,,,,restaurant,
טוני וספה,טוני וספה,,,,,pizza,,,,,,restaurant,
Studio Cafe,Studio Cafe,,,,,,,,,,,restaurant,
La Repubblica,La Repubblica,,,,,,,,,,,restaurant,
בר בשר,בר בשר,,,,,,,,,,,restaurant,
גלבי - אוכל ביתי,"23 Simtat HaCarmel, Tel Aviv",+972-52-409-7455,,,,,,,,yes,,restaurant,
ריבר,ריבר,,,,,asian,,,,,,restaurant,
עוף צלוחס,עוף צלוחס,,,,,,,,,,,restaurant,
אצה,אצה,,,,,japanese,,,,,,restaurant,
Porter & Sons,Porter & Sons,,,,,,no,,,,,restaurant,
Salaam Bombay,"124 אלנבי, 65818",,,,,indian,,,,,,restaurant,
מסעדת סתווים,"3 אחוזת בית, תל אביב, 65252",,,,,,,,,,,restaurant,
אבושדיד,"16 לבונטין, תל אביב",+972-3-629-8822,,https://www.facebook.com/abushdid,19:00-02:30,middle_eastern,,,,yes,,restaurant,
PokeShop,PokeShop,,,,,hawaiian,yes,yes,,,,restaurant,
לני'ס,"7 ויטל חיים, תל אביב-יפו",+972 3 518 6637,,https://www.lennys.co.il/,Su-Sa 17:00+,,,,,yes,,restaurant,
סלבדור,סלבדור,,,,,,,,,,,restaurant,
מסעדה בולגרית מאכלים ביתיים וגריל,5 יהודה הימית,,,,,,,,,,,restaurant,
דוקטור שקשוקה,דוקטור שקשוקה,+97236822842,,,Su-Th 08:00-00:00; Fr 08:00-16:00; Sa 18:30-00:00,,,,,limited,,restaurant,
Olive,Olive,,,,,sandwich,,yes,,,,restaurant,
Piazza Rustico,"22 קפלן אליעזר, תל אביב-יפו",+972 03-5588654,,https://www.rustico.co.il/,Su-Sa 12:00-22:00,italian,,yes,yes,yes,,restaurant,
אקיקו סושי בר,אקיקו סושי בר,,,,,,,,,,,restaurant,
רק בשר,19 שלמה,,,https://www.rakbasar.co.il/,,steak_house,,,,,,restaurant,
נורמה ג'ין,נורמה ג'ין,,,,,,,,,,,restaurant,
Zuppa,19 אחד העם,,,https://www.zuppa.co.il/,,soup,,only,,,,restaurant,
הבית התאילנדי,"8 בוגרשוב, תל אביב",+972 3 5178568,,https://www.thai-house.co.il/,12:00 - 23:00,thai,,,,,,restaurant,
Night Kitchen,Night Kitchen,,,https://nightkitchen.co.il/,,,,,,,,restaurant,
בר גוריון,בר גוריון,,,,,,,,,,,restaurant,
Vong,"15 Rothchild, Tel Aviv",+972-3-633-7171,,https://vong.co.il/,"Mo-Th, Su 12:00-00:30; Fr, Sa 12:00-01:30",,,,,,,restaurant,
DOK,"27 אבן גבירול, תל אביב-יפו",,,,,regional,,,,,,restaurant,
בית איטלקי,"27 פינס, תל אביב-יפו",+972-3-510-0057,,http://www.italian-house.co.il/mobile/,09:00-23:30,italian,,yes,yes,yes,,restaurant,
Goldman,Goldman,+972 036822111,,https://www.goldmanc.co.il/en.php,,israeli,yes,,,,,restaurant,
איציק הגדול,"3 דוד רזיאל, תל אביב-יפו",+972 3 6830033,,http://www.itzikhagadol.co.il/,,israeli,,,,,,restaurant,
Panorama,Panorama,,,,,,,,,,,restaurant,
פיאצה,99 דיזנגוף,+97235274488,,,Mo-Su 12:00-00:00,,,,,,,restaurant,
Coffee Club,22 Shenkin,,,,,,yes,,,,,restaurant,
מצדה,83 HaYarkon,,,,,,,,,,,restaurant,
Puaa,8 Rabbi Yohanan,+972-3-682-3821,,https://www.rol.co.il/sites/eng/puaa,,,,,,,,restaurant,
שווארמה ראש העיר,"2 Salomon, Tel Aviv-Yafo",,,,10:00-23:00,regional,yes,yes,,yes,,restaurant,
Taqueria,"28 לבונטין, Tel Aviv-Yafo",+97236005280,,https://www.taqueria.co.il/,Su-Sa 12:00-24:00,mexican,yes,no,yes,yes,,restaurant,
Russian Restaurant,6 בן יהודה,,,,,russian,,,,,,restaurant,
I ❤ LA MER,I ❤ LA MER,,,,,,,,,,,restaurant,
Westside,Westside,,,,,,,,,,,restaurant,
Fleamarket,8 רבי יוחנן,,,,,,,,,,,restaurant,
סינג לונג,"134 שלמה, Tel Aviv-Yafo",+97235375184,,,12:00-22:45,chinese,,,yes,,,restaurant,
The Streets,The Streets,+972 3 5281616,,http://thestreets.co.il/streets-ibn-gbirol/,,breakfast,,yes,yes,,,restaurant,
BBB,BBB,+972-3-563-8822,,https://burgus.co.il/?item=24&section=3,,burger,,yes,,,,restaurant,
קלארו,"30 הארבעה, תל אביב-יפו",+972-3-6017777,,https://www.clarotlv.com/,Su-Th 12:00-02:00; Fr-Sa 09:00-02:00,mediterranean,,,,,,restaurant,
התאילנדית בסמטת הר סיני,1 הר סיני,,,,,,,,,,,restaurant,
Zakaim,Zakaim,,,,,,,,,,,restaurant,
Yoko Sushi Bar,Yoko Sushi Bar,,,,,,,,,,,restaurant,
מסעדת סיסי/אחים עוזרי,מסעדת סיסי/אחים עוזרי,,,,,,,,,,,restaurant,
מינה טומיי,"17 הארבעה, תל אביב-יפו",,,,Su-Sa 12:00-00:00,asian,no,yes,,,,restaurant,
אנסטסיה,"42 פרישמן, 6439505",+972 3-6540301,,,Su-Th 09:30-00:00; Fr 09:30-16:30,local,,,,,,restaurant,
Donkey Fresh Mex,"10 הרצל, תל אביב",,,,11:30-23:30,mexican,,,,,,restaurant,
מיזנון,מיזנון,,,,,,,,,,,restaurant,
רביבה וסיליה,"10 ניסים אלוני, תל אביב",+97235466090,,http://www.revivaandcelia.co.il/,,,,,,,,restaurant,
Kitchen by Greg,Kitchen by Greg,,,,,,,,,,,restaurant,
קפה ז'ולי,קפה ז'ולי,,,,,,yes,yes,,yes,,restaurant,
דובנוב,דובנוב,,,,,,,,,,,restaurant,
Saffe,"3 בית הבד, תל אביב-יפו",+972 3 913 4414,,,Su-Fr 12:00-01:00; Sa 13:00-18:00,syrian,,,,,,restaurant,
אמריקה בורגר,אמריקה בורגר,,,,,,,,,,,restaurant,
Saluf and Sons,"80 נחלת בנימין, תל אביב-יפו",+972 3 522 1344,Salufandsons@gmail.com,https://salufandsons.co.il,Su-Th 11:00-17:00; Fr 09:00-16:00,yemenite,,,,limited,,restaurant,
אינדירה,אינדירה,,,,,indian,,,,,,restaurant,
סושי האוס,סושי האוס,,,,,sushi,,,,,,restaurant,
הרצל 16,"16 הרצל, תל אביב-יפו",+972-3-554-4300,,https://www.herzl16.co.il/,Su-Th 08:00-00:00; Fr 09:00-17:00; Sa 09:00-00:00,,,yes,yes,yes,,restaurant,
Suzannah,Suzannah,,,,,,,,,,,restaurant,
בית הפנקייק המקורי,בית הפנקייק המקורי,,,,,,,,,,,restaurant,
Casino San Remo,2 נחמה,+972515531835,,https://www.casinosanremo.co.il/,,,,,,,,restaurant,
Fu Sushi,302 דיזנגוף,,,,,japanese,,yes,yes,,,restaurant,
Shishko,Shishko,,,,,,,,,,,restaurant,
מונאר,"68 Nahalat Binyamin, Tel Aviv",+972-3-917-1229,,,,indian,,,,yes,,restaurant,
דיליקטיסן,דיליקטיסן,,,,Su-Th 07:30-08:00,regional,,,,yes,,restaurant,
26 hamburger gourmet,"26 Mikve Israel St, Tel Aviv-Yafo",+97236005109,,https://www.hamburgergourmet26.com,Su-Sa 12:00-00:00,burger,yes,yes,yes,yes,,restaurant,
Super Pizza,"19 Levontin St, Tel Aviv-Yafo",,,,,pizza,,yes,yes,yes,,restaurant,
אזורה,"1 Mikve Israel St, Tel Aviv-Yafo",+97235015050,,,Su-Th 09:00-17:00; Fr 11:00-16:00,turkish,yes,yes,no,yes,,restaurant,
Pizza People,"92 מסילת ישרים, Tel Aviv-Yafo",+97239090337,,https://www.pizzapeople.co.il,Su-Th 12:00-00:00;,pizza,yes,yes,yes,yes,,restaurant,
Mike's Place,Mike's Place,,,,,,,,,,,restaurant,
יום טוב,יום טוב,,,,,,,,,,,restaurant,
Saint George,Saint George,,,,,,,,,,,restaurant,
Pizzaron,Pizzaron,,,,,,,,,,,restaurant,
חוות צוק,5 משה פרלוק,0775155905,,https://www.zuk-farm.co.il/,Su-Fr 08:00-23:00; Sa 09:30-16:00,steak_house;burger;grill;chicken,,,,,,restaurant,
Beccafico,Beccafico,,,,,,,,,,,restaurant,
השובך,השובך,,,,,,,,,,,restaurant,
Sumesa,"1 זאב ז'בוטינסקי, רמת גן",+972 037 526 222,,https://sumesa.co.il/,,mediterranean,,,,,,restaurant,
Oasis,"17 מונטיפיורי, תל אביב-יפו",+972 3 620 6022,,https://www.oasistlv.co.il/,Tu-Fr 19:00-24:00,,,,,,,restaurant,
צלילי האש,"100 זאב ז'בוטינסקי, בני ברק",+972 50 600 9797,soundfire770@gmail.com,,,,,,,,,restaurant,
Bergers,Bergers,,,,,,,,,,,restaurant,
Balinjera,"4 מל""ן",,,,Su-Th 12:00-23:00; Fr 11:00-17:00; Sa 09:15-23:30,ethiopian,,,,,,restaurant,
גומבה,"94 יגאל אלון, תל אביב",+972 3 973 9954‬,,https://goomba.co.il/tel-aviv/,Su-Sa 12:00-23:00,italian,,yes,yes,yes,,restaurant,
שניצל קומפני,"94 יגאל אלון, תל אביב",+972 3 622 2291,,https://www.scompany.co.il/,,,,,,,,restaurant,
Hungarian Blintzes,Hungarian Blintzes,,,https://hungarianblintzes.rest.co.il/en,,,,,,,,restaurant,
פרוזדור,"6 מנדלי מוכר ספרים, תל אביב-יפו",+972 3-523-3223,,https://www.prozdor.co.il/,Mo-Su 12:00-00:00,burger,,yes,yes,,,restaurant,
סוסו ובניו,"166 דיזנגוף, Tel Aviv",,info@susu.co.il,https://susu.co.il/,Su-Sa 12:00+,burger,,,,,,restaurant,
הדיינר,"14 אבן גבירול, תל אביב",+972 3 691 1603,,https://thediner.co.il/,Su-We 12:00-00:30; Th 12:00-01:30; Fr 11:45-01:30; Sa 11:45-00:30,burger;seafood;steak_house,yes,yes,,yes,,restaurant,
Par Derriere,Par Derriere,,,,,,,,,,,restaurant,
Jonas Jaffa Restaurant,Jonas Jaffa Restaurant,,,,,arab;asian;local;oriental;kebab;barbecue,,,,,,restaurant,
Little Tel-Aviv Hostel,51 יהודה הלוי,,,,,,,,,,,restaurant,
kandinof,kandinof,,,,,,,,,,,restaurant,
Ha,Ha,,,,,,,,,,,restaurant,
Ramesses,Ramesses,,,,,,,,,,,restaurant,
חומוס חסון,חומוס חסון,,,,,middle_eastern,,,,,,restaurant,
Bretonne,"22 שדרות וושינגטון, תל אביב-יפו",+972 3 919 9773,,https://bretonne.co.il/,Sa-Th 09:00-00:00; Fr 09:00-18:00,crepe,,,yes,,,restaurant,
Italkiya,Italkiya,,,,,,yes,,,,,restaurant,
Bocca Bocca,Bocca Bocca,,,,,,,,,,,restaurant,
Polly,60 רוטשילד,,,,,italian,,,,,,restaurant,
Shaffa,Shaffa,,,,,,,,,,,restaurant,
גוציה,171 דיזנגוף,+972 3-522-2886,,http://goocha.co.il,"Sa-We 12:00-23:00; Th,Fr 12:00-00:00",fish,,,,,,restaurant,
מגנדה,מגנדה,,,,,,,,,,,restaurant,
שניצל קומפני,שניצל קומפני,,,,,,,,,,,restaurant,
הפרופסור,הפרופסור,,,,,,,,yes,,,restaurant,
Mexicana,Mexicana,,,,,,,,,,,restaurant,
Joz Ve Loz,Joz Ve Loz,,,,,,,,,,,restaurant,
TORII,62 כצנלסון,+97236204777,,https://torii.co.il/%d7%98%d7%95%d7%a8%d7%99-%d7%92%d7%91%d7%a2%d7%aa%d7%99%d7%99%d7%9d/,Su-Sa 12:00-24:00,asian,,,,,,restaurant,
Mezcalito,Mezcalito,,,,,,,,,,,restaurant,
טוני ואסתר,טוני ואסתר,,,,,,yes,,yes,,,restaurant,
מסעדה הסינית,44 אלנבי,,,,,chinese,,,,,,restaurant,
Wok Republic,Wok Republic,,,,,,yes,,,,,restaurant,
Cicchetti,Cicchetti,,,,,italian;mediterranean,yes,,,,,restaurant,
ARIA,ARIA,,,,,,,,,,,restaurant,
Isla Cafe,27 מונטיפיורי,,,,,coffee_shop;bakery;sandwich,,,,,,restaurant,
Milgo Milbar,Milgo Milbar,,,,,,,,,,,restaurant,
Fleishman,12 הרצל,,,,,,,,,,,restaurant,
Fishermen’s Restaurant,Fishermen’s Restaurant,,,,,seafood,yes,,,,,restaurant,
Бухара,Бухара,,,,,,,,,,,restaurant,
Cuckoo's nest,2 נועם,,,,,,,,,,,restaurant,
הטרקלין,"4 היכל התלמוד, תל אביב-יפו",+972 3 566 0013,,https://hatraklin.co.il/,,steak_house,,,,limited,,restaurant,
Fat Cow,"265 דיזנגוף, Tel Aviv, IL",+972 3 773 2591,,https://www.fatcow.co.il,Su-Sa 12:00-24:00,burger,yes,,yes,,,restaurant,
Abu Zaki,Abu Zaki,,,,,arab,,,,,,restaurant,
Meshek Barzilay,Meshek Barzilay,,,,,,yes,,,,,restaurant,
אלתרנתיב,"10 דובנוב, תל אביב-יפו",+972 3-695-0567,,http://alter-native.co.il,Su-Th 07:30-24:00; Fr 07:00-15:30; Sa 20:00-24:00,,,,,,,restaurant,
Mommy׳s Place,"10 בני ברק, תל אביב-יפו",,,,,,,,,,,restaurant,
Yaffa Knafeh,24 עולי ציון,97239702051,,https://yaffaknafeh.com/,,mediterranean;dessert,,,yes,,,restaurant,
Nagisa Sushi,Nagisa Sushi,,,,,sushi,,,,,,restaurant,
Benedict,"3 אלוף קלמן מגן, תל אביב-יפו",03-5107507,,https://www.benedict.co.il,Su-Sa 8:00-00:00,breakfast,yes,yes,yes,yes,,restaurant,
Taizu,"23 מנחם בגין, תל אביב-יפו",+972 035225005,,https://www.taizu.co.il,,asian,,yes,yes,,,restaurant,
Kalamata,Kalamata,+972 3-681-9998,,,,,yes,,,limited,,restaurant,
Deda,"113 כצנלסון, גבעתיים",1-700-700-165,,https://www.deda.co.il/,,georgian,,,,,,restaurant,
Deda,"14 שלום עליכם, תל אביב-יפו",1-700-700-165,,https://www.deda.co.il/,,georgian,,,,,,restaurant,
טומטומאטו,טומטומאטו,,,,,pasta,yes,,,,,restaurant,
דומיניק,דומיניק,,,,,,,,,,,restaurant,
נמש,נמש,,,,,,,,,,,restaurant,
מבאלי,מבאלי,,,,,malabi;mediterranean;dessert,,,,,,restaurant,
Nonno Angelo,"147 בן יהודה, תל אביב",+972 3 652 3635,,https://www.nonnoangelo.co.il/,Su-Th 12:00-23:30,pizza,,,,,"Cash, Credit Cards",restaurant,
Ze Sushi Basel,14 אשתורי הפרחי,1-700-708-989,,https://zesushi.co.il,,japanese,,,,,,restaurant,
פלורנטינה,"56 אברבנאל, תל אביב-יפו",+972 3 605 0061,,https://florentina.rol.co.il/,Su-Th 11:00+; Sa (Sunset+01:00)+,,yes,,yes,,,restaurant,
סטודיו,10 ניסים אלוני,035444024,,,,asian,,,,,,restaurant,
ספייסי גריל בר,ספייסי גריל בר,,,,,burger,,,,,,restaurant,
Japanika,"2 זאב ז'בוטינסקי, רמת גן",,,https://www.japanika.net/,,asian;japanese,,,,,,restaurant,
416,16 הארבעה,+972 3-775-5066,,https://www.416tlv.com/,,,yes,,,,,restaurant,
אוליברי,אוליברי,,,https://www.olivery.co.il,,italian;pasta;pizza;seafood;spanish,yes,,,,,restaurant,
Port 19,"20 הרצל, תל אביב-יפו",+972 3 670 7929,,https://port-19.co.il/,Su 12:00-23:00; Mo-Fr 12:00-03:00; Sa 12:00-00:00,burger;hot_dog,,,,yes,,restaurant,
אלגריה,אלגריה,,,,,,,,,,,restaurant,
כספי,כספי,,,,,,,,,,,restaurant,
Moses,Moses,,,,,burger,,,,,,restaurant,
Frischman,Frischman,,,,,,,,,,,restaurant,
Guetta,Guetta,,,,,,,,,,,restaurant,
Davi,Davi,,,,,,,,,,,restaurant,
Jusa,Jusa,,,,,,,,,,,restaurant,
Pita Pita,Pita Pita,,,,,,,,,,,restaurant,
Miznon,23 אבן גבירול,,,https://miznon.com,,,,,,,,restaurant,
Restoran,Restoran,,,,,burger,,,,yes,,restaurant,
Meat Bar Burger - Dizengoff,"13 בן עמי, תל אביב-יפו",,,https://www.mbburgers.com,Mo-Su 12:00-00:00,burger,yes,yes,yes,,,restaurant,
Israel,"51 Yigal Alon St, Tel Aviv-Yafo, 61210",,,,,,,,,,,restaurant,
Chapo Burger,"55 עוזיאל, רמת גן",+972503435383,,,"Su 14:00-04:00, Mo-Th, Sa 12:00-04:00, Fr 18:00-04:00",burger,,,yes,,,restaurant,
חומוס המעיין,2 צבי,,,,,,,,,,,restaurant,
Michelangelo,Michelangelo,,,,,coffee_shop,,,,,,restaurant,
המלביה,המלביה,,,,,,,,,,,restaurant,
פלאפל 4 טעמים,פלאפל 4 טעמים,,,,,middle_eastern,,,,,,restaurant,
פאצה,פאצה,,,,,pizza,,,,,,restaurant,
Kaful,Tel Aviv,,,,,regional,yes,yes,,,,restaurant,
Pastell,Pastell,,,,,,,,,,,restaurant,
Pizza Lila,"4 מרחביה, תל אביב-יפו",+972 3 516 8244,,,Sa-Th 09:00-23:00,pizza,,,,,,restaurant,
