name,address,phone,email,website,opening_hours,cuisine,outdoor_seating,takeaway,delivery,wheelchair,payment_methods,source,location,amenity,shop
לנדוור,"19 אבא אחימאיר, Tel Aviv",+972 3 642 4317,,https://www.landwercafe.co.il/branch/%d7%a9%d7%95%d7%a1%d7%98%d7%a8/,Su-Th 08:00-20:00; Fr 07:30-15:00; Sa 08:00-20:00,coffee_shop,yes,yes,,yes,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה קפה,172 בן יהודה,,,,,coffee_shop,,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
אתנחתה,190 דיזנגוף,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Unknown,48 הכובשים,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
The Streets,"70 המלך ג'ורג', תל אביב-יפו",+972 3 620 1070,contactus@thestreets.co.il,http://thestreets.co.il,Su-Sa 07:00-23:00,,yes,,yes,yes,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה מסריק,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
מיניקן,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
"קפה - קונדיטוריה הרוא""ה","29 הרא""ה",+972542547232,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
yogood,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Unknown,33 שיינקין,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Baker,"1 אילת, גבעתיים",+97237321463,,,,coffee_shop,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Neighbours,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
זוריק,"4 יהודה המכבי, תל אביב-יפו",,,https://www.cafezorik.co.il/,06:00-01:30,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה טימותי,"187 אבן גבירול, תל אביב-יפו",+972 3 546 7869,,https://www.facebook.com/timothycafetlv/,07:15-23:00,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Loveat,Address not available,,,http://www.loveat.co.il/,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קאסיטה,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Hotel & Cafe 65,65 שדרות רוטשילד,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Juice N' Roots,Address not available,,,,,coffee_shop,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Cafe Jack,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
ג'גלינג קפה,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Unknown,1 Nahman,,,,"Tu-We 08:00-23:00; Su,Th,Mo 08:00-18:00; Fr-Sa 08:00-15:00",local,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Cafe Shapira,"15א רלב""ג",,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
לוסיה,18 בלפור,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
נחמה וחצי,"2 הבימה, Tel Aviv",+972 3 685 2326,,,,coffee_shop,yes,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Ada Hanina Cafe,2 רבי אדא,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Unknown,202 בן יהודה,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Neroli,3 לילינבלום,,,,Su-Th 08:30-20:00; Fr 08:30-16:00,,,,,yes,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Hamanya cafe,37 בזל,,,,Su-Th 07:00-22:00; Fr 07:00-15:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Getzel,48 מסילת ישרים,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Unknown,65 נחלת בנימין,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Unknown,8 הגדוד העברי,+972 3-546-6065,,,,regional,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה אסקוט,Address not available,,,,,coffee_shop,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה בר הבימה,Address not available,,,,,coffee_shop,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Beta Caffe,17 ברודצקי,+97236412285,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפיטריה,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Max Brenner,"45 שדרות רוטשילד, תל אביב-יפו",+972 3-560-4570,,https://max-brenner.co.il,Su-We 09:00-00:00; Th-Fr 09:00-02:00; Sa 09:00-00:00,chocolate,,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
לנדוור,"45 שדרות רוטשילד, תל אביב-יפו",+972 3 711 3033,,,Su-Th 07:00-22:00; Fr 07:00-14:30; Sa (sunset+01:00)-03:00,coffee_shop,,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
באליבר,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Cafe Arlosorov,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Eazy Cafe,76 ארלוזורוב,,,https://www.eazycafe.co.il/,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Safsal,Address not available,+972545666677,,https://www.facebook.com/safsalbg,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Bata Ve Gariga,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
oro,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
אנדרי,Address not available,,,,,ice_cream,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Shenkin 17,"17 שינקין, Aviv-Yafo, 65231",,,https://plus.google.com/103928547383154251462/,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Cafe Sonya,"1 סמטה אלמונית, תל אביב-יפו",,,http://www.cafesonya.co.il/,9:00-24:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Bezalel,4 טשרניחובסקי,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Doublespresso,Address not available,,,,,,,,,limited,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Cofix,Address not available,,,,,coffee_shop,,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה קפה,"5 יחיאלי, תל אביב",+972 3-510-6626,,https://cafecafe.co.il,,coffee_shop,,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Aroma,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Arcafe,Address not available,,,,,coffee_shop,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Grand Cafe Torquise,Address not available,,,,,french,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Lachmanina,"14 קרימינצקי, תל אביב",,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה זוהרית,"8 גרונימן, תל אביב יפו",,,,,italian_pizza,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
התחתית,"9 לינקולן, תל אביב-יפו",,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
ארומה,"24 הארבעה, Tel Aviv",+972 3 5511277,,https://aromatlv.com/,Su-Th 07:00-23:00; Fr 07:00-15:00,coffee_shop,,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה עלמה,"14 שבטי ישראל, תל אביב-יפו",,,http://www.pieceofcake.co.il/welcometoalma.html,Mo-Su 07:00-19:00; Fr 07:00-17:00; Sa off,,yes,,,yes,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Cofix,27 יצחק שדה,,,,,coffee_shop,,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה עלית,Address not available,,,,,,,only,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
ארומה,"301 אבא הלל, רמת גן",+972 3 6161261,,https://www.aroma.co.il/,"Mo-Th, Su 08:00-22:00; Fr 08:00-15:00; Sa 17:00-23:00",coffee_shop,,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Maison Kayser,"5 שדרות רוטשילד, תל אביב-יפו",+972 3 504 0567,,https://www.kayser.co.il/,Su-Th 07:30-20:00; Fr 07:30-18:00; Sa 08:00-21:00,,,yes,yes,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Cafe Henrietta,תל אביב-יפו,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Cake Art,Address not available,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
ארנולד,Address not available,,,,,international,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Breakfast at Riverside,2 Rokach Boulevard,+972 03 6996406,,https://www.riverside.co.il/,09:30-13:00; Sa-Su off,breakfast,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Rothschild,45 עמישב,035456430,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
טאבון בן יהודה,Address not available,,,,,chinese,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Landwer's Coffee,98 Dizengoff,03-522-5622,,https://www.landwercafe.co.il/branch/%D7%93%D7%99%D7%96%D7%A0%D7%92%D7%95%D7%A3-2/?lang=en,Su-We 08:00-00:00; Sa 09:30-00:00; Th-Fr 08:00-02:00,italian_pizza;sandwich,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Unknown,7 יפת,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Unknown,32 דוד רזיאל,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Eazy Cafe,Address not available,,,https://www.eazycafe.co.il/,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Kiosk Est 1920,"3 לילינבלום, תל אביב-יפו",+972 52 5207305,,,"Mo-Th,Su 07:00-23:00; Fr 07:00-17:00",,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Stampa,4 אליעזר קפלן,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Knaffex,9 אבן גבירול,+972 3-743-6948,,https://m.facebook.com/Knaffex/,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
cafelix - Jaffa,"15 sgula, תל אביב-יפו",+972-3-546-9890,,,"Mo-Th, Su 07:00-18:30; Fr 07:00-14:30",,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה בוקר,"29 Abarbanel, Tel Aviv",,,,Su-Th 07:00-19:00; Fr 07:00-17:00,coffee_shop,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Fortuna Del-Mar,Address not available,035236730,,,Mo-Su 09:30-23:00,fish;mediterranean;fine_dining,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Little Prince,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Xo Ho,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Rochale,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
דידו קפה,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Cafelix,"6 מרחביה, תל אביב-יפו",+972 3 609 7320,info@cafelix.co.il,https://cafelix.co.il/,Su-Th 07:00-19:00 Fr 07:00-16:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
המלביה,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
ארומה,"21 בן יהודה, תל אביב-יפו",+972 3 522 9880,,,Su-Th 06:30-22:00; Fr 06:30-14:00,coffee_shop,,yes,,yes,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Coffee Station,Address not available,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
ארומה,88 יגאל אלון,,,,,coffee_shop,,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Coffee Haroeh,"12 הרא""ה, Ramat Gan",+97236006969,,https://www.facebook.com/coffeharoee,Su-Fr 7:00-24:00,breakfast;sandwich;pasta,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
בוקה,91 אחד העם,,,https://www.bucke-cafe.com/,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
WayCup Coffee,23 יוחנן הסנדלר,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Unknown,7 מזא''ה,,,,,breakfast;cake;local;sandwich,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה קפה,"53 יגאל אלון, Tel Aviv",+972 77-408-0588,,https://cafecafe.co.il,Su-Th 07:00-23:00; Fr 08:00-15:00,coffee_shop,yes,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה ברזילי,"12 Mikve Israel St, Tel Aviv-Yafo",+972 50 526 8699,,https://coffeeorg.co/,Sa-Th 07:00-20:00; Fr 07:00-15:00,coffee_shop,yes,,,yes,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Albert,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Farouk BaShuk,6 Rabbi Nahman,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
loveat.,Address not available,,,,,sandwich,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Tal Bagels,Address not available,,,,,,no,,,yes,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
לחם וחברים,"27 בוגרשוב, תל אביב-יפו",,,,,french,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
סופרקופיקס,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה יום טוב,30 יום טוב,+97239692434,,,Su-Th 08:00-01:00; Fr 08:00-19:00; Sa 18:30-01:00,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Unknown,21 רבי מאיר,,,,Su-Th 08:00-18:00; Fr 08:00-16:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Barbosa,45 אברבנאל,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Cafeteria,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Papua Cafe,26 גאולה,,,https://www.facebook.com/papuacafetlv/,Su-Fr 07:00-23:00,,,,,no,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
coffee shop 51,51 אחד העם,,,,Sa-Th 07:00-22:00; Fr 09:00-16:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Cafe Sheleg,44 גאולה,,,,Su-Th 07:30-22:30; Fr 07:30-17:30,,,,,yes,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
cafe Bialik,2 ביאליק,,,,Mo-Su 08:00-00:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
אספרסו בר אקספרס,"30 דרך ששת הימים, בני ברק",,,,,pizza;coffee_shop;sandwich,,no,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Dallal,110 ז'בוטינסקי,03-696-0011;03-5109292,dallal@dallal.co.il,https://dallal.co.il/,Su-Th 07:30-17:00; Fr-Sa 07:30-16:00,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Chop Chop,"20 אבן גבירול, תל אביב",+972 77 204 0802,,https://chop-chop.co.il/,Su-Th 11:00-23:00; Fr-Sa 12:00-23:00,asian;sushi,yes,,yes,yes,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה קפה,"132 מנחם בגין, תל אביב-יפו",+972 3-609-4770,,https://cafecafe.co.il,Su-Th 08:00-22:00; Fr 08:00-14:00; Sa 20:15-23:00,coffee_shop,no,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Petit,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
אספרסובר,55 יהודה המכבי,,,https://espressobar.com/,Mo-Su 07:00-00:00,international;coffee_shop,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Shiro,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Jekyll and Hyde,72 Pinsker Street,+972-3-550-0508,,https://www.facebook.com/Hydetlv/,Mo-Th 08:00-00:00; Fr 09:00-22:00; Sa 10:30-00:30; Su 09:00-00:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה גרג,Address not available,,,,,coffee_shop,,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Unknown,145 דיזנגוף,+972 72-338-6908,,http://galiromapizza.co.il,,pizza,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
waycup,"17 מקוה ישראל, תל אביב-יפו",,,,Su-Th 07:00-20:00; Fr 07:00-14:30,coffee_shop,yes,no,no,yes,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Unknown,"12 שלמה המלך, 6437712",+97235250388,,https://cafelix.de/,Mo-Su 07:00-19:00,coffee_shop,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה קפה,"19 תרצה, רמת גן",+972 3-674-0451,,https://cafecafe.co.il,Su-Th 08:30-22:00; Fr 07:30-15:00; Sa 19:00-22:30,coffee_shop,,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Max Brenner,"3 אלוף קלמן מגן, תל אביב-יפו",+972 3-622-9435,,https://max-brenner.co.il,Su-We 09:00-24:00; Th 09:00-01:00; Fr 09:00-01:30; Sa 09:00-01:00,chocolate,,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
נורדאו - קפה בשדרה,"51 שדרות נורדאו, תל אביב",,,,,coffee_shop,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
דובנוב 8,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Arcaffe,תל אביב,+972 3 903 9211,,https://arcaffe.co.il/branches/%D7%97%D7%93%D7%A9-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91-%D7%9E%D7%92%D7%93%D7%9C%D7%99-%D7%90%D7%9C%D7%95%D7%9F/,Su-Th 07:00-18:00,coffee_shop,yes,yes,,yes,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Nahat,"1 ריינס, תל אביב-יפו",,,https://www.nahatcafe.com/,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Ada Hanina,2 רבי אחא,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
רולדין,"37 ביאליק, רמת גן",+972-3-670-1181,,https://www.roladin.co.il/סניפים/רמת-גן-ביאליק/,,coffee_shop,,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה חרוזים,"12 יואב, רמת גן",0507871212,,,"Mo-Th, Su 07:00-20:00; Fr 07:00-14:00; Sa 07:00-18:00",coffee_shop,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Roger's Park,Address not available,,,,,,only,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה שניאור,20 פינסקר,036296519,,https://shneor-cafe.com,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קופי סטיישן,"7 מצדה, בני ברק",,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Makers.tlv,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
ג'ונו,Address not available,,,,,wine;coffee_shop,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
מתוקה,"97 ארלוזורוב, תל אביב-יפו",+972 3 503-2603,,https://www.metuka.co.il/branches/מתוקה-רמת-גן-בקרוב/,,coffee_shop,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Mae,Address not available,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
יוניתה,7 השומר,+972526569289,,https://www.rest.co.il/rest/80053975/,,italian;mediterranean,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה נינה,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
העוגן,"43 פרישמן, תל אביב-יפו",03-6212103,,https://haogentlv.com/עברית,Su-To 07:00-19:00; Fr 07:00-13:00,,patio,,,limited,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Java,Address not available,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
House of Coffee,Address not available,,,,,,yes,,,yes,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה הדס,Address not available,,,,,coffee_shop;sandwich,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
לה קוצ'ינה,59 ביאליק,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
קפה פוינט,1 בזל,+972 52-862-8229,,,Su-Th 07:00-19:00; Fr 07:00-15:00,breakfast;cake;coffee_shop;local;russian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
מאפיית לחמים,103 החשמונאים,,,,,bubble_tea;tea,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Hausbrandt Café,"39 מל""ן",,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
The Urban Bakery,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Juicy in Jaffa,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Rebar,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Niso,Address not available,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
BEITEA,Address not available,,,,,bubble_tea,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
לוצ'ה,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
Yala Knaffe,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",cafe,
