name,address,phone,email,website,opening_hours,cuisine,outdoor_seating,takeaway,delivery,wheelchair,payment_methods,amenity,shop
Masan Restaurant,Masan Restaurant,,,,,,,,,,,restaurant,
The Restaurant at The Standard,The Restaurant at The Standard,,,,,,,,,,,restaurant,
Anson's Eatery,"124 West 9th Street, Los Angeles, CA, 90015",+1 213 8910858,,,,sandwich,,,,,,restaurant,
Vespaio,Vespaio,+1 213-221-7244,,https://www.vespaiodtla.com/,,italian,yes,,,,,restaurant,
Pour Haus,"1820 Industrial Street, Los Angeles, CA, 90021",,,,,,,,,,,restaurant,
The Chairman,"1200 East 5th Street, Los Angeles, CA, 90013, US",,,www.thechairmanla.com,Mo-Sa 11:30-21:00,chinese,,,,,,restaurant,
Nick's Cafe,"1300 North Spring Street, Los Angeles, 90012",,,,,,,,,,,restaurant,
TBLA Catering & Cafe,"765 Santee Street, Los Angeles, 90014",,,http://www.tblacaters.com/,,,,,,,,restaurant,
Nabeeya,"766 Santee Street, Los Angeles, 90014",,,,,sushi,,,,,,restaurant,
Guero's Cocina Mexicana,"737 South Los Angeles Street, Los Angeles, 90014",,,http://guerosla.com/,,mexican,,,,,,restaurant,
Wood Spoon,"107 West 9th Street, Los Angeles, 90015",,,https://www.woodspoonla.com/,,,,,,,,restaurant,
Peking Tavern,"806 South Spring Street, Los Angeles, 90014",,,http://pekingtavern.com/,,chinese,,,,,,restaurant,
Terroni,"802 South Spring Street, Los Angeles, 90014",,,https://www.terroni.com/,,italian,,,,,,restaurant,
Two Boots,"828 South Broadway, Los Angeles, 90014",,,https://twoboots.com/,,pizza,,,,,,restaurant,
Umami Burger,"852 South Broadway, Los Angeles, 90015",,,https://umamiburger.com/,,burger,,,,,,restaurant,
Masa of Echo Park,"1800 Sunset Boulevard, Los Angeles, CA, 90026",+1 213-989-1558,,https://www.masaofechopark.com/,Mo-Tu off; We-Su 11:00-22:00,pizza,,yes,,,,restaurant,
Brite Spot Diner,"1918 Sunset Boulevard, Los Angeles, CA, 90026",+1 213-484-9800,,,Th-Su 08:00-14:00,american;breakfast;coffee_shop,,,,,,restaurant,
Papi's Pizza,"109 East 8th Street, Los Angeles, 90014",,,,,pizza,,yes,yes,,,restaurant,
WOOD,"2861 Sunset Boulevard, Los Angeles, CA, 90026",+1-323-667-9940,mailto:info@woodsilverlake.com,https://woodsilverlake.com/,Mo-Su 11:00-23:00,pizza;pasta;salad;steak_house,no,yes,,,,restaurant,
Silverlake Ramen,"2927 Sunset Boulevard, Los Angeles, CA, 90026",+1-323-660-8100,,https://www.silverlakeramen.com/,Su-Th 11:30-23:00; Fr-Sa 11:30-01:45,noodle;japanese;sushi,,,,,,restaurant,
Chiguacle,"3129 Sunset Boulevard, Los Angeles, CA, 90026",+1 323-741-0001,,https://chiguacle.com/,Mo-Th 11:00-20:00; Fr 11:00-21:00; Sa 10:00-21:00; Su 10:00-20:00,mexican,,,,,,restaurant,
Margarita's Place,"103 East 7th Street, Los Angeles, 90014",,,,,mexican,,,,,,restaurant,
Cafe Alba,"718 South Los Angeles Street, Los Angeles, 90014",,,,,,,,,,,restaurant,
Bronzed Aussie,"714 #A South Los Angeles Street, Los Angeles, 90014",,,,,,,,,,,restaurant,
Pizza Hut,"718 South Los Angeles Street, Los Angeles, CA, 90014",+1 213-489-3863,,https://locations.pizzahut.com/ca/los-angeles/718-s-los-angeles-st,,pizza,,,,,,restaurant,
Mexican Village,Mexican Village,,,,,mexican,,,,,,restaurant,
Tacos Mexico,Tacos Mexico,,,,,mexican,,,,,,restaurant,
Don Felix,Don Felix,,,,,peruvian,,,,,,restaurant,
Clay Pit,"309 N Virgil Ave, Los Angeles, CA, 90004-3624",+1-323-644-6989,,https://www.indiasclaypit.com/,"Mo-Fr 11:00-15:00,17:00-23:00; Sa-Su 13:00-23:00",indian,no,yes,,,,restaurant,
Yxta Cocina Mexicana,"601 Central Avenue, Los Angeles, CA",,,,,,,,,,,restaurant,
Hong Kong BBQ,Hong Kong BBQ,,,,,,,,,,,restaurant,
Hop Woo BBQ & Seafood Restaurant,Hop Woo BBQ & Seafood Restaurant,,,,,,,,,,,restaurant,
Yang Chow Restaurant,Yang Chow Restaurant,,,,,,,,,,,restaurant,
Brunch,"718 South Los Angeles Street, Los Angeles, CA, 90014",,,,,breakfast,,,,,,restaurant,
Sonoratown,"208 East 8th Street, Los Angeles, CA, 90014",,,,,mexican,,,,,,restaurant,
Langer's,Langer's,+1 213-483-8050,,https://www.langersdeli.com/,Mo-Sa 08:00-16:00,jewish,no,yes,,yes,,restaurant,
Señor Fish,Señor Fish,,,,,mexican,,,,,,restaurant,
Yong Su San Restaurant,Yong Su San Restaurant,,,,,,,,,,,restaurant,
Taco House #1,Taco House #1,,,,,mexican,,,,,,restaurant,
Art and Fish,"564 South Mateo Street, Los Angeles, CA, 90013",,,,,,,,,,,restaurant,
Otium,"222 South Hope Street, Los Angeles, 90012",,,https://otiumla.com/,,,,,,,,restaurant,
California Pizza Kitchen,California Pizza Kitchen,,,,,pizza,,,,,,restaurant,
Morton's The Steakhouse,Morton's The Steakhouse,,,,,steak_house,,,,,,restaurant,
Foo Chow,"949 North Hill Street, Los Angeles, CA, 90012",,,,,chinese,,yes,,,,restaurant,
Denny's,"888 Figueroa Street, Los Angeles, CA, 90017",+1 213-629-4250,,https://locations.dennys.com/CA/LOS-ANGELES/247569,24/7,american,,,,yes,,restaurant,
Burgerlords,"943 North Broadway, Los Angeles, CA, 90012",,,https://www.burgerlords.com,Th-Su 12:00-20:00,burger,,,,,,restaurant,
71Above,"633 West 5th Street, 90071",+1 (213) 712-2683,,https://www.71above.com/,,american,,,,,,restaurant,
Elf Café,2135 West Sunset Boulevard,+12134846829,,https://www.elfcafe.com/,Mo-Sa 18:00-23:00,,,,,,,restaurant,
Honey Hi,1620 Sunset Boulevard,+12132217810,mailto:hi@honeyhi.co,https://honeyhi.co/,Mo 10:00-16:00; Tu-We 09:00-17:00; Th-Su 09:00-16:00,breakfast;lunch,,yes,,,,restaurant,
Perch,US,,,,,,,,,,,restaurant,
KoBaWoo Restaurant,"698 South Vermont Avenue, Los Angeles, CA, 90005",+1-213-389-7300,,,,asian,,,,,,restaurant,
Nick & Stef's Steakhouse,Nick & Stef's Steakhouse,,,,,,,,,,,restaurant,
Uncle John's Cafe,"421 West 8th Street, Los Angeles, CA, 90017",(213) 623-3555,,http://unclejohnsdtla.com,,american;chinese;vietnamese,,,,,,restaurant,
Jeon Ju,"2716 West Olympic Boulevard, 90006",,,,,korean,,,,,,restaurant,
D-Town Burger Bar,D-Town Burger Bar,,,,,,,,,,,restaurant,
Springtime in New York Cafe,"557 South Spring Street, Los Angeles, US",+1 310 256 2400,,,,sandwich,,,,,,restaurant,
The Little Jewel of New Orleans,"207 Ord Street, 90012",,,,,,,,,,,restaurant,
Karl Strauss Brewing Company,Karl Strauss Brewing Company,,,,,american,,,,,,restaurant,
Las Anitas,26 Olvera Street,,,,,mexican,no,,,,,restaurant,
El Paseo Inn,11 Olvera Street,,,,,mexican,,,,,,restaurant,
La Golondrina Cafe,La Golondrina Cafe,,,,,mexican,,,,,,restaurant,
Maruya,Maruya,,,,,ramen,,,,,,restaurant,
Hibachi BBQ,Hibachi BBQ,,,,,korean,,,,,,restaurant,
Shabu-Shabu House,"127 Japanese Village Plaza Mall, Los Angeles, CA, 90012",,,,"Su-Th 11:00-22:00; Fr,Sa 11:00-22:30",japanese,,,,,,restaurant,
Kagura Downtown,US,,,,,japanese,,,,,,restaurant,
Urth Cafe,Urth Cafe,,,,,,,,,,,restaurant,
The Factory Kitchen,"1300 Factory Place, Los Angeles, CA, 90013, US",(213)996-6000,,,,italian,,,,,,restaurant,
Redbird LA,"114 East 2nd Street, Los Angeles, CA, 90012",+12137881191,,https://redbird.la,Mo-Su 17:00-22:00,american,,,,,,restaurant,
Pacific Restaurant,Pacific Restaurant,,,,,,,,,,,restaurant,
Holy Crab,Holy Crab,,,,,,,,,,,restaurant,
Kamara,Kamara,,,,,,,,,,,restaurant,
CAVA,"3201 South Hoover Street, Los Angeles, CA, 90007",+12132129838,,https://cava.com/,Mo-Su 10:45-22:00,mediterranean,yes,yes,no,,,restaurant,
Il Giardino,"3201 Hoover Street, Los Angeles, CA, 90089",,,,,italian;pasta;pizza,yes,,,,,restaurant,
LudoBird,"1111 S Figueroa Street, 90015",,,,,,,,,,,restaurant,
Greekman's,"2619 Sunset Boulevard, Los Angeles, CA, 90026",+1 213-500-0916,mailto:info@freedmansLA.com?subject=Hey Greekman's!,https://www.greekmansla.com/,Mo-Tu off; We-Su 17:00-22:00,greek,,,,,,restaurant,
fundamental,"750 South Grand Avenue, Los Angeles, CA, 90017",,,,,,,,,,,restaurant,
Oriel Wine Bar,"1135 North Alameda Street, Los Angeles, CA, 90012",,,,,,,,,,,restaurant,
Rossoblu,"1124 San Julian Street, Los Angeles, CA",,,,"We 17:00-21:00; Th 17:00-21:00; Fr,Sa 17:00-21:30; Su 11:00-14:30,17:00-21:00; Mo,Tu off",,,,,,,restaurant,
Phoenix Bakery,"969 North Broadway, Los Angeles, CA, 90012",,,,Mo-Su 10:00-16:00,,,,,,,restaurant,
Hop Louies,Hop Louies,,,,,chinese,,,,,,restaurant,
Broadway Cuisine,"913 North Broadway, Los Angeles, CA, 90012",+1 213-265-7140,,https://broadway-cuisine.com/,"Mo-Th,Su 11:30-21:30; Fr-Sa 11:30-22:00",chinese,,,,yes,"Cash, Credit Cards, Debit Cards",restaurant,
Pez Cantina,"401 South Grand Avenue, Los Angeles, CA, 90071",+1-213-258-2280,,https://www.pezcantina.com,Mo 11:30-14:30; Tu-Th 11:30-21:00; Fr 11:30-23:00; Sa 11:00-23:00,mexican;seafood,,,,,,restaurant,
LiOrient,LiOrient,,,,,asian,,,,,,restaurant,
Casa Impanema,Casa Impanema,,,,,,,,,,,restaurant,
Blossom,"451 Gin Ling Way, Los Angeles, CA, 90012",,,,,vietnamese,,yes,,,,restaurant,
Yuk Dae Jang,Yuk Dae Jang,,,,,korean,,,,,,restaurant,
Pizzanista,"2019 East 7th Street, 90021",+12136271430,,https://pizzanista.com/,Tu-Sa 11:00-00:00; Su 11:00-22:00,italian_pizza,,,,,,restaurant,
Night + Market Song,"3322 Sunset Boulevard, Los Angeles, CA, 90026",+1-323-665-5899,,http://www.nightmarketla.com/,"Mo-Tu 17:00-22:00; We-Th off; Fr-Su 13:00-15:00,17:00-22:00",thai,,,,,,restaurant,
Osen Izakaya,"2903 Sunset Boulevard, Los Angeles, 90029",+1-323-928-2220,,https://osenizakaya.com/,Mo-Th 13:00-23:00; Fr-Sa 13:00-00:00; Su 13:00-22:00,japanese;noodle,,,,,,restaurant,
Pho Cafe,"2841 Sunset Boulevard, Los Angeles, CA, 90026",+1-213-413-0888,,https://phocafe.juisyfood.com/,Mo-Su 11:00-00:00,asian,,,,,,restaurant,
Mae Ploy Restaurant,"2606 Sunset Boulevard, Los Angeles, CA, 90026",+1-213-353-9635,,maeployrestaurant.com,Mo-Sa 07:00-19:00; Su off,thai,,,,,,restaurant,
Marielas Taco,"2501 Sunset Boulevard, Los Angeles, CA, 90026",+1-213-413-0484,,,Mo-Su 10:00-22:00,mexican;tacos,,,,,,restaurant,
King Bowl - Best Chinese Food,"2214 Sunset Boulevard, Los Angeles, CA, 90026",+1-213-484-9676,,,Mo-Sa 10:30-20:00; Su 11:00-20:00,chinese,,,,,,restaurant,
Mohawk Bend,"2141 Sunset Boulevard, Los Angeles, CA, 90026",+1-213-483-2337,,https://www.mohawk.la/,Mo-Th 11:30-00:00; Fr 11:30-02:00; Sa 9:30-02:00; Su 9:30-00:00,american;drinks,,,,,,restaurant,
Sweetfin Poké,"3112 Sunset Boulevard, Los Angeles, CA, 90026",+1-323-300-6210,,https://www.sweetfinpoke.com/,Mo-Su 11:00-22:00,hawaiian;fish;poke,,,,,,restaurant,
Mr. Masala,Mr. Masala,,,,,indian,,,,,,restaurant,
La Guadalupana,La Guadalupana,,,,,,,,,,,restaurant,
Atitlan Express,Atitlan Express,,,,,guatemalan,,,,,,restaurant,
El Cholo,El Cholo,,,,Mo-Su 11:00-18:00,mexican,,,,,,restaurant,
Full House Seafood,"963 North Hill Street, Los Angeles, CA, 90012",213-617-8382,,https://www.fullhouseseafood.com/,Mo-Su 11:00-21:30,chinese,,yes,no,,,restaurant,
Full Moon House,"960 North Hill Street, Los Angeles, CA, 90012",+12135370792,,https://www.fullmoonhouse.com/,"Mo-Th 11:00-15:00,17:30-24:00; Fr-Sa 11:00-01:00, Su 11:00-24:00",chinese,no,yes,no,,,restaurant,
PHO 87,"1019 North Broadway, Los Angeles, CA, 90012",+1-323-227-0758,,,Mo-Fr 10:00-21:00,vietnamese,,yes,no,,,restaurant,
Sticky Rice,"1801 Sunset Boulevard, Los Angeles, CA, 90026",+1-323-284-8744,,https://www.eatstickyrice.com/,Mo 18:00-22:00; Tu-Th 12:00-22:00; Fr-Su 12:00-23:00,thai,yes,,,,,restaurant,
Colori Kitchen,Colori Kitchen,,,,,italian,,,,,,restaurant,
Pho Legend Noodle and Grill,"209 South Vermont Avenue, Los Angeles, CA, 90004",+1-213-381-3300,,http://www.pholegendnoodleandgrill.com/,Mo-Th 10:30-22:00; Fr-Sa 10:30-23:00; Su 10:30-22:00,vietnamese,no,,,,,restaurant,
Bavel,"500 Mateo Street, Los Angeles, CA, 90013",+1-213-232-4966,info@baveldtla.com,https://baveldtla.com,Mo-Th 17:00-23:00; Fr-Sa 17:00-24:00; Su 17:00-23:00,middle_eastern,,,,,,restaurant,
Thai,Thai,,,,,,,,,,,restaurant,
LASA,"727 North Broadway, Los Angeles, CA, 90012",+1-213-443-6163,info@lasa-la.com,https://www.lasa-la.com/,"We-Fr 12:00-15:00,18:00-20:00; Sa-Su 11:00-15:00,18:00-20:00",filipino,yes,yes,,,,restaurant,
Howlin' Ray's,"727 North Broadway, Los Angeles, CA, 90012",+1-213-935-8399,hello@howlinrays.com,https://howlinrays.com/,Tu-Fr 11:00-19:00; Sa-Su 10:00-19:00,fried_chicken,yes,yes,,,,restaurant,
El Borrego De Oro Restaurant,"2403 Whittier Boulevard, Los Angeles, CA, 90023",+1 323-780-4213,,http://borregodeoro.com,,,,,,,,restaurant,
Simone,"447 South Hewitt Street, Los Angeles, CA, 90013",,,,,,,,,,,restaurant,
Border Grill,"445 Figueroa Street, Los Angeles",,,,,mexican,,,,,,restaurant,
Bestia,"2121 East 7th Place, Los Angeles, CA, 90021",,,,,,,,,,,restaurant,
ediBOL,"300 South Santa Fe Avenue, Los Angeles, CA, 90013",,,,,,,,,,,restaurant,
Eat Drink Americano,"923 East 3rd Street, Los Angeles, CA, 90013",,,,,,,,,,,restaurant,
INKO NITO - Downtown,"225 South Garey Street, Los Angeles, CA, 90012",,,,,,,,,,,restaurant,
Manuela,"907 South Garey Street, Los Angeles, CA, 90013",,,,,,,,,,,restaurant,
BRERA Ristorante,"1331 East 6th Street, Los Angeles, CA, 90021",,,,,,,,,,,restaurant,
Poppy + Rose,"765 Wall Street, Los Angeles, CA, 90014",+1 213-995-7799,,https://www.poppyandrose.com,09:00-15:00,,,,,,,restaurant,
Le Grand,"707 South Grand Avenue, Los Angeles, CA, 90017",,,,Mo-Th 17:00-22:00; Fr 17:00-23:00; Sa 11:00-23:00; Su 11:00-22:00,,,,,,,restaurant,
Zinque,"939 South Broadway, Los Angeles, CA, 90015",,,,,french,yes,yes,,yes,,restaurant,
WP24 by Wolfgang Puck,"900 West Olympic Boulevard, Los Angeles, CA, 90015",,,,,,,,,,,restaurant,
Tocaya Organica,"801 South Olive Street, Los Angeles, CA, 90014",(213) 262-1805,,https://www.tocaya.com/,,mexican,,,,,,restaurant,
Duello,"449 South Hewitt Street, Los Angeles, CA, 90013, US",,,,,,,,,,,restaurant,
The Manufactory,"757 South Alameda Street, Los Angeles, CA, 90021, US",,,,,,,,,,,restaurant,
Broken Spanish,"1050 South Flower Street, Los Angeles, CA, 90015",,,,,,,,,,,restaurant,
Water Grill,"544 South Grand Avenue, Los Angeles, CA, 90071",,,,,,,,,,,restaurant,
The Exchange,"416 West 8th Street, Los Angeles, CA, 90014",,,,,,,,,,,restaurant,
Orsa & Winston,"122 West 4th Street, Los Angeles, CA, 90013",,,,,,,,,,,restaurant,
Dune Downtown,"199 West Olympic Boulevard, Los Angeles, CA, 90015",,,,,,,,,,,restaurant,
Faith & Flower,"705 West 9th Street, Los Angeles, CA, 90015",,,,,,,,,,,restaurant,
The House of Machines,"2028 East 7th Street, Los Angeles, CA, 90021",,,,,,,,,,,restaurant,
The Spirit Guild,"586 Mateo Street, Los Angeles, CA, 90013",,,,,,,,,,,restaurant,
Blu Jam Cafe,"541 South Spring Street, Los Angeles, CA, 90013, US",,,,,,,,,,,restaurant,
Orochon Ramen,"123 Astronaut Ellison S Onizuka Street, Los Angeles, CA, 90012",+1 213-617-1766,,https://www.orochonramenla.com/,Su-Th 11:30-22:30; Fr-Sa 11:30-23:00,japanese,,,,,,restaurant,
Marugame Monzo,"329 East 1st Street, Los Angeles, CA, 90012",,,,,japanese,,,,,,restaurant,
Silverlake Ramen,"615 South Spring Street, Los Angeles, CA, 90014, US",,,,,,,,,,,restaurant,
Guerrilla Tacos,"2000 East 7th Street, Los Angeles, CA, 90021",+1 213-375-3300,,http://www.guerrillatacos.com/,"Mo-Th,Su 12:00-21:00; Fr-Sa 12:00-22:00",,,,,yes,"Cash, Credit Cards, Debit Cards",restaurant,
Tony's Saloon,"2017 East 7th Street, Los Angeles, CA, 90021",,,,,,,,,,,restaurant,
BROKEN MOUTH,"231 East 9th Street, Los Angeles, CA, 90015",,,,,,,,,,,restaurant,
The Burrow,"821 South Flower Street, Los Angeles, CA, 90017",,,,,,,,,,,restaurant,
Little Sister,"523 West 7th Street, Los Angeles, CA, 90017",,,,,vietnamese,,,,,,restaurant,
Guisados,"541 South Spring Street, Los Angeles, CA, 90013, US",,,,,,,,,,,restaurant,
Prank,"1100 South Hope Street, Los Angeles, CA, 90015",,,,,,,,,,,restaurant,
Upstairs at Ace Hotel,"929 South Broadway, Los Angeles, CA, 90015",,,,,,,,,,,restaurant,
The Stocking Frame,"911 South Hill Street, Los Angeles, CA, 90015",,,,,,,,,,,restaurant,
The Varnish,"118 East 6th Street, Los Angeles, CA, 90014",,,,,,,,,,,restaurant,
Le Petit Paris,"418 South Spring Street, Los Angeles, CA, 90013, US",,,,,,,,,,,restaurant,
Bunker Hill Bar and Grill,"601 West 5th Street, Los Angeles, CA, 90071",,,,,,,,,,,restaurant,
Bar and Kitchen,"819 South Flower Street, Los Angeles, CA, 90017",,,,,,,,,,,restaurant,
Bonaventure Brewing Company,"404 Figueroa Street, Los Angeles, CA, 90071",,,,,,,,,,,restaurant,
The Wolves,"519 South Spring Street, Los Angeles, CA, 90013",,,,,,,,,,,restaurant,
Mikkeller Room,"330 West Olympic Boulevard, Los Angeles, CA, 90015",,,,,,,,,,,restaurant,
Modern Times Dankness Dojo,"832 Olive Street, Los Angeles, CA, 90014",,,,,,,,,,,restaurant,
Las Perlas,"107 East 6th Street, Los Angeles, CA, 90014",,,,,,,,,,,restaurant,
sixth+mill pizzeria and bar,"1335 East 6th Street, Los Angeles, CA, 90021, US",,,,,,,,,,,restaurant,
Sushi Gen,"422 East 2nd Street, Los Angeles, CA, 90012, US",+1 213-617-0552,,http://www.sushigen-dtla.com/,"Tu-Fr 11:00-14:00, 17:00-22:30;Sa 16:00-22:30",japanese;sushi,,,,yes,"Cash, Credit Cards, Debit Cards",restaurant,
Prime Pizza,"141 Central Avenue, Los Angeles, CA, 90012, US",,,,,pizza,,,,,,restaurant,
Little Bear,"1855 Industrial Street, Los Angeles, CA, 90021",,,,,,,,,,,restaurant,
Ramen Tatsunoya,"3440 Sunset Boulevard, Los Angeles, CA, 90026",+1-323-522-6639,,https://www.tatsunoya.net/,"Mo-Fr 12:00-15:00,18:00-22:00; Sa-Su 12:00-23:00",japanese;ramen,,,,,,restaurant,
Church & State,"1850 Industrial Street, Los Angeles, CA, 90021",+1 (213) 405-1434,,,,french,,,,,,restaurant,
Yangban Society,"712 South Santa Fe Avenue, Los Angeles, CA, 90021",,,,,korean,,,,,,restaurant,
Wax Paper,Wax Paper,,,,,sandwich,,,,,,restaurant,
Takami Sushi & Robata,"811 Wilshire Boulevard, Los Angeles, CA, 90017",+1-213-236-9600,,https://www.takamisushi.com/,,japanese;sushi,,,,,,restaurant,
Tsubaki,1356 Allison Avenue,+1 213-900-4900,mailto:hello@tsubakila.com,https://tsubakila.com/,Mo-Sa 17:00-22:00; Su 05:00-21:00,japanese,,,,,,restaurant,
Homeboy Diner,"200 North Spring Street, Los Angeles, CA, 90012",(213) 542-6190,info@homeboyindustries.org,https://homeboyindustries.org/,Mo-Fr 07:00-15:30,american,,yes,,yes,Contactless,restaurant,
Majordomo,"1725 Naud Street, Los Angeles, CA, 90012",+1-323-545-4880,,https://www.majordomo.la,,american;new_american,,,,,,restaurant,
First Draft Taproom & Kitchen,"1230 South Olive Street, Los Angeles, CA, 90015",+1-213-536-5267,,https://www.firstdraft.beer,,american,,,,,,restaurant,
Joey,700 West 7th Street,,,https://joeyrestaurants.com/location/joey-dtla,,,,,,,,restaurant,
Shabuya,Shabuya,,,,,,,,,,,restaurant,
