name,address,phone,email,website,opening_hours,cuisine,outdoor_seating,takeaway,delivery,wheelchair,payment_methods,amenity,shop
Jack in the Box,"1135 North Mission Road, Los Angeles, CA, 90033",+1 313-223-6346,,https://locations.jackinthebox.com/us/ca/los-angeles/1135-n-mission-rd,,burger,,yes,,,,fast_food,
Zankou Chicken,Zankou Chicken,,,,,chicken;armenian,,,,,,fast_food,
Saint Vincent Deli,Saint Vincent Deli,,,,,sandwich,,,,,,fast_food,
NYC Caribbean,NYC Caribbean,,,,,caribbean,,,,,,fast_food,
Ana Maria,"317 South Broadway, Los Angeles, CA, 90013",,,,,mexican,,,,,,fast_food,
China Cafe,"317 South Broadway, Los Angeles, CA, 90013",,,,,chinese,,,,,,fast_food,
Donut Man,"317 South Broadway, Los Angeles, CA, 90013",,,,,donut,,,,,,fast_food,
Jose Chiquito,"317 South Broadway, Los Angeles, CA, 90013",,,,,breakfast;burger;sandwich,,,,,,fast_food,
The Juice,"317 South Broadway, Los Angeles, CA, 90013",,,,,juice,,,,,,fast_food,
Knead and Co.,"317 South Broadway, Los Angeles, CA, 90013",,,,,pasta,,,,,,fast_food,
La Tostaderia,"317 South Broadway, Los Angeles, CA, 90013",,,,,mexican,,,,,,fast_food,
Lucky Bird,"317 South Broadway, Los Angeles, CA, 90013",,,,,chicken,,,,,,fast_food,
Moon Rabbit,"317 South Broadway, Los Angeles, CA, 90013",,,,,asian;sandwich,,,,,,fast_food,
Olio Wood Fired Pizzeria,"317 South Broadway, Los Angeles, CA, 90013",,,,,pizza,,,,,,fast_food,
Oyster Gourmet,"317 South Broadway, Los Angeles, CA, 90013",,,,,seafood,,,,,,fast_food,
PBJ LA,"317 South Broadway, Los Angeles, CA, 90013",,,,,sandwich,,,,,,fast_food,
Ramen Hood,"317 South Broadway, Los Angeles, CA, 90013",,,,,noodle;asian,,,,,,fast_food,
Sari Sari Store,"317 South Broadway, Los Angeles, CA, 90013",,,,,filipino,,,,,,fast_food,
Shiku,"317 South Broadway, Los Angeles, CA, 90013",,,,,korean,,,,,,fast_food,
Tacos Tumbras a Tomas,"317 South Broadway, Los Angeles, CA, 90013",,,,,mexican,,,,,,fast_food,
Villa Moreliana,"317 South Broadway, Los Angeles, CA, 90013",,,,,mexican,,,,,,fast_food,
Wexler's Deli,"317 South Broadway, Los Angeles, CA, 90013",,,,,sandwich;jewish,,,,,,fast_food,
Subway,"425 South Los Angeles Street, Los Angeles, CA, 90013",+1 213-626-0560,,https://restaurants.subway.com/united-states/ca/los-angeles/425-south-los-angeles-street,07:00-20:00,sandwich,,yes,,,,fast_food,
McDonald's,"2810 South Figueroa Street, Los Angeles, CA, 90007-3257",+1 213-749-1105,,https://www.mcdonalds.com/us/en-us/location/3358.html,07:00-22:00,burger,,yes,no,,,fast_food,
Triple Beam Pizza,"1806 Sunset Boulevard, 90026",+1 213-281-9753,,https://www.triplebeampizza.com/location/echo-park/,Su-Th 11:00-21:00; Fr-Sa 11:00-23:00,pizza;salad,yes,yes,yes,,,fast_food,
Katsu Sando,Katsu Sando,,,,,sandwich;japanese,,,,,,fast_food,
Champion's Curry,"136 South Central Avenue, Los Angeles, CA, 90012",213-265-7187,,https://www.japanesecurry.com/,,japanese,,,,,,fast_food,
Dave's Hot Chicken,"131 South Central Avenue, Los Angeles, CA, 90012",323-507-3077,,https://www.daveshotchicken.com/location/los-angeles-ca-e-2nd-st-little-tokyo/,Su-Th 10:00-24:00; Fr-Sa 10:00-01:00,chicken,,yes,,,,fast_food,
bb.q Chicken,bb.q Chicken,,,,,chicken,,,,yes,"Cash, Credit Cards, Debit Cards",fast_food,
Kreation,Kreation,,,,,juice,,,,,,fast_food,
Two Hands,Two Hands,,,,Mo-Su 11:00-21:00,corn_dog,,yes,,,,fast_food,
Mr. Churro,Mr. Churro,,,,,dessert;mexican,,,,,,fast_food,
Angelino's Bakery And Deli,1522 Sunset Boulevard,+1 213-482-5348,,http://angelinosbakerydeli.mobile-webview1.com/,05:30-21:00,donut;sandwich;hot_dog;torta,,,,,,fast_food,
Gyoza Bar,1501 Sunset Boulevard,+1 213-265-7015,mailto:hello@gyozabar.com,https://www.gyozabar.com/,"Mo-Th,Su 12:00-22:00; Fr-Sa 12:00-23:00",japanese,,,,,,fast_food,
Jersey Mike's Subs,Jersey Mike's Subs,,,https://www.jerseymikes.com/20382/los-angeles-ca,,sandwich,,yes,,,,fast_food,
Playita Mariscos,"3143 West Sunset Boulevard, 90026",+1 323-928-2028,,https://www.playitamariscos.com/,"Mo-Th,Su 11:00-21:00; Fr-Sa 11:00-22:00",mexican;seafood,,,,,,fast_food,
Kreation,"3501 West Sunset Boulevard, 90026",+1 323-426-9101,,https://www.kreationjuice.com/,07:00-21:00,juice;salad;fish;soup;Dehydrated Fruit;Wraps,,,,,,fast_food,
Lemonade,Lemonade,,,,,,yes,,,,,fast_food,
Porky's Carnitas,"1720 South Soto Street, Los Angeles, CA, 90023",+1-213-547-2749,,,,mexican,,,,,,fast_food,
McDonald's,"1311 West Washington Boulevard, Los Angeles, CA, 90006, US",+1 213-749-7221,,https://www.mcdonalds.com/us/en-us/location/24384.html,Mo-We 07:00-19:00; Th 07:00-15:45; Fr-Su 07:00-19:00,burger,,yes,,,,fast_food,
McDonald's,"341 South Vermont Avenue, Los Angeles, CA, 90020-1806, US",+1 213-383-6934,,https://www.mcdonalds.com/us/en-us/location/1871.html,Mo-Su 05:00-24:00,burger,,yes,,,,fast_food,
Master Burger,Master Burger,,,,,burger,,,,,,fast_food,
Baja California Tacos,Baja California Tacos,,,,,mexican,,,,,,fast_food,
Stark's Hot Chicken,Stark's Hot Chicken,,,,,chicken,,,,,,fast_food,
Subway,"198 South Vermont Avenue, Los Angeles, CA, 90004",+1 213-380-1485,,https://restaurants.subway.com/united-states/ca/los-angeles/198-s-vermont-ave,Mo-Fr 06:00-02:00; Sa-Su 07:00-02:00,sandwich,,yes,,,,fast_food,
Subway,"2000 Marengo Street, Los Angeles, CA, 90033",+1 323-223-8923,,https://restaurants.subway.com/united-states/ca/los-angeles/2000-marengo-st,Mo-Fr 07:00-01:00; Sa-Su 09:00-01:00,sandwich,,yes,,,,fast_food,
Popeyes,"2000 Marengo Street, Los Angeles, CA, 90033",+1 323-223-8529,,https://www.popeyes.com/store-locator/store/restaurant_82323,08:00-24:00,chicken,,yes,yes,,,fast_food,
Olympic Donuts,Olympic Donuts,,,,,donut,,,,,,fast_food,
Sam's,Sam's,,,,,mexican,,,,,,fast_food,
Panda Express,"741 South Soto Street, Los Angeles, CA, 90023",+1 323-526-9011,,https://www.pandaexpress.com/locations/ca/los-angeles/2648,Mo-Fr 09:00-22:30; Sa-Su 09:00-22:00,chinese,,yes,,,,fast_food,
Domino's,"2324 Whittier Boulevard, Los Angeles, CA, 90023",+1 323-268-2000,,https://pizza.dominos.com/california/los-angeles/2324-whittier-blvd,10:00-01:00,pizza,,yes,,,,fast_food,
Jim's Burgers,Jim's Burgers,,,,,burger,,,,,,fast_food,
Winchell's Donut House,Winchell's Donut House,,,,,donut,,yes,,,,fast_food,
Subway,"1821 East Cesar Chavez Avenue, Los Angeles, CA, 90033",+1 323-222-6262,,https://restaurants.subway.com/united-states/ca/los-angeles/1821-e-cesar-chavez-ave,Mo-Sa 07:00-23:00; Su 09:00-21:00,sandwich,,yes,,,,fast_food,
George's,George's,,,,,burger,,,,,,fast_food,
Wingstop,"2189 Whittier Boulevard, Los Angeles, CA, 90023",+1 323-685-5465,,,,wings,,yes,,,,fast_food,
Taqueria La Estrella,Taqueria La Estrella,,,,,mexican,,,,,,fast_food,
Carnitas Michoacan,Carnitas Michoacan,,,,,mexican,,,,,,fast_food,
Church's Chicken,"2604 South Central Avenue, Los Angeles, CA, 90011",+1 323-235-9200,,https://locations.churchs.com/ca/los-angeles/2604-s-central-avenue,,,,,,,,fast_food,
Domino's,"2527 South San Pedro Street, Los Angeles, CA, 90011",+1 323-886-3900,,https://pizza.dominos.com/california/los-angeles/2527-s-san-pedro-st,Mo-Th 10:30-24:00; Fr-Sa 10:30-01:00; Su 10:30-24:00,pizza,,yes,,,,fast_food,
Panda Express,"524 East Washington Boulevard, Los Angeles, CA, 90015",+1 213-261-7118,,https://www.pandaexpress.com/locations/ca/los-angeles/2921,Mo-Sa 09:00-22:00; Su 09:00-21:30,chinese,,yes,,,,fast_food,
Dunkin',"410 East Washington Boulevard, Los Angeles, CA, 90015",+1 213-741-3965,,https://locations.dunkindonuts.com/en/ca/los-angeles/410-e-washington-blvd/358597,Mo-Th 05:00-21:00; Fr 05:00-22:00; Sa 06:00-22:00; Su 06:00-21:00,donut;coffee_shop,,yes,,,,fast_food,
Chipotle,"301 West Olympic Boulevard, Los Angeles, CA, 90015",+1 213-623-3306,,https://locations.chipotle.com/ca/los-angeles/301-w-olympic-blvd,,mexican,,yes,,,,fast_food,
Jimmy John's,"445 South Figueroa Street, Los Angeles, CA, 90071",+1 213-612-0307,,https://locations.jimmyjohns.com/ca/losangeles/sandwiches-4024.html,,sandwich,,yes,,,,fast_food,
Five Guys,"735 South Figueroa Street, Los Angeles, CA, 90017",+1 213-628-3375,,https://restaurants.fiveguys.com/735-s-figueroa-st,Mo-Fr 11:00-20:30; Sa-Su 11:00-18:30,burger,,yes,,,,fast_food,
Domino's,"1301 West 7th Street, Los Angeles, CA, 90017",+1 213-267-5455,,https://pizza.dominos.com/california/los-angeles/1301-w-7th-street,10:00-01:00,pizza,,yes,,,,fast_food,
Burger King,"1501 West 6th Street, Los Angeles, CA, 90017",+1 213-674-7762,,https://www.bk.com/store-locator/store/restaurant_64754,Mo-Sa 06:00-22:00; Su 07:00-22:00,burger,,yes,yes,,,fast_food,
Panda Express,"1603 Wilshire Boulevard, Los Angeles, CA, 90017",+1 213-484-9898,,https://www.pandaexpress.com/locations/ca/los-angeles/2466,Mo-Th 08:30-23:30; Fr-Sa 08:30-24:00; Su 08:30-23:30,chinese,,yes,,,,fast_food,
Jack in the Box,"1900 West 6th Street, Los Angeles, CA, 90057",+1 213-483-1768,,https://locations.jackinthebox.com/us/ca/los-angeles/1900-w-6th-st,,burger,,yes,,,,fast_food,
Burger King,"1830 West 8th Street, Los Angeles, CA, 90057-4918",+1 213-365-2476,,https://www.bk.com/store-locator/store/restaurant_6087,06:30-23:00,burger,,yes,yes,,,fast_food,
Carl's Jr.,"2110 West 7th Street, Los Angeles, CA, 90057",+1 213-388-8582,,https://locations.carlsjr.com/ca/los-angeles/2110-w-7th-st,,burger,,yes,,,,fast_food,
Wingstop,"2030 West 8th Street, Los Angeles, CA, 90057",+1 213-927-9464,,,,wings,,yes,,,,fast_food,
Jack in the Box,"2120 West Pico Boulevard, Los Angeles, CA, 90006",+1 213-252-8209,,https://locations.jackinthebox.com/us/ca/los-angeles/2120-w-pico-blvd,,burger,,yes,,,,fast_food,
Domino's,"1740 South Hoover Street, Los Angeles, CA, 90006",+1 213-748-7774,,https://pizza.dominos.com/california/los-angeles/1740-s-hoover-st,Mo-Th 10:00-24:00; Fr-Sa 10:00-01:00; Su 10:00-24:00,pizza,,yes,,,,fast_food,
Burger King,"1845 South Vermont Avenue, Los Angeles, CA, 90006-4525",+1 323-732-1678,,https://www.bk.com/store-locator/store/restaurant_3761,Mo-Sa 06:30-20:00; Su 07:00-20:00,burger,,yes,yes,,,fast_food,
Chipotle,"2595 South Hoover Street, Los Angeles, CA, 90007",+1 213-863-4566,,https://locations.chipotle.com/ca/los-angeles/2595-s-hoover-st,,mexican,,yes,,,,fast_food,
Jamba,"2801 South Figueroa Street, Los Angeles, CA, 90007",+1 323-709-2500,,https://locations.jamba.com/ca/los-angeles/2801-s-figueroa-st-1563,07:00-21:00,juice,,yes,,,,fast_food,
Domino's,"2803 Figueroa Street, Los Angeles, CA, 90007",+1 213-746-9999,,https://pizza.dominos.com/california/los-angeles/2803-figueroa-street,Mo-Th 10:00-01:00; Fr-Sa 10:00-03:00; Su 10:00-01:00,pizza,,yes,,,,fast_food,
Carl's Jr.,"2912 South Figueroa, Los Angeles, CA, 90007",+1 213-747-5801,,https://locations.carlsjr.com/ca/los-angeles/2912-s-figueroa,,burger,,yes,,,,fast_food,
Dunkin',"3335 South Figueroa Street, Los Angeles, CA, 90007",+1 213-946-2955,,https://locations.dunkindonuts.com/en/ca/los-angeles/3335-south-figueroa-street/363800,Mo-Su 06:00-16:00,donut;coffee_shop,,yes,,,,fast_food,
KFC,"126 Vermont Avenue, Los Angeles, CA, 90004",,,https://locations.kfc.com/ca/los-angeles/126-vermont-avenue/,10:00-22:00,chicken,,yes,,,,fast_food,
Carl's Jr.,"3005 West 6th Street, Los Angeles, CA, 90020",+1 213-380-4255,,https://locations.carlsjr.com/ca/los-angeles/3005-w-6th-st,,burger,,yes,,,,fast_food,
Domino's,"270 South Rampart Boulevard, Los Angeles, CA, 90057",+1 213-383-1330,,https://pizza.dominos.com/california/los-angeles/270-s-rampart-blvd,10:00-01:00,pizza,,yes,,,,fast_food,
Jack in the Box,"1710 Glendale Boulevard, Echo Park, CA, 90026",+1 323-661-7225,,https://locations.jackinthebox.com/us/ca/echo-park/1710-glendale-blvd,,burger,,yes,,,,fast_food,
Chipotle,"2134 West Sunset Boulevard, Los Angeles, CA, 90026",+1 213-989-6914,,https://locations.chipotle.com/ca/los-angeles/2134-w-sunset-blvd,,mexican,,yes,,,,fast_food,
Domino's,"1381 West Sunset Boulevard, Los Angeles, CA, 90026",+1 213-413-8444,,https://pizza.dominos.com/california/los-angeles/1381-w-sunset-blvd,Mo-Th 10:30-24:00; Fr-Sa 10:30-01:00; Su 10:30-24:00,pizza,,yes,,,,fast_food,
Panda Express,"1969 Zonal Avenue, Los Angeles, CA, 90006",+1 323-442-1934,,https://www.pandaexpress.com/locations/ca/los-angeles/1893,Mo-Fr 10:00-15:00,chinese,,yes,,,,fast_food,
Chipotle,"2200 Trojan Way, Los Angeles, CA, 90033",+1 909-480-3436,,https://locations.chipotle.com/ca/los-angeles/2200-trojan-way,,mexican,,yes,,,,fast_food,
Dunkin',"2200 East Trojan Way, Los Angeles, CA, 90033",+1 323-505-7037,,https://locations.dunkindonuts.com/en/ca/los-angeles/2200-e-trojan-way/363326,Mo-Th 05:00-18:00; Fr 05:00-19:00; Sa 06:00-18:00; Su 06:00-16:00,donut;coffee_shop,,yes,,,,fast_food,
