name,address,phone,email,website,opening_hours,cuisine,outdoor_seating,takeaway,delivery,wheelchair,payment_methods,source,location,amenity,shop
Majestic Malt Shop,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Wurstküche,"608 1/2 E. 3rd, Los Angeles, 90013, US",213 687 4444,,https://www.wurstkuche.com/,,german,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Mr. Ramen,"341 E. 1st St., 90012",,,,,japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Rakkan Ramen,359 East 1st Street,,,,,japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Far Bar,"347 E. 1st St., Los Angeles, CA, 90012",,,https://www.farbarla.com/,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Korean BBQ House,"123 Astronaut Ellison S Onizuka Street, Los Angeles, CA, 90012",213-680-1826,,https://www.koreabbqhouse.com/,Mo-Fr 10:00-21:00; Sa-Su 11:00-21:00,korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Suehiro Cafe,"337 E. 1st St., 90012",,,,,japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
San Sui Tei,"313 E. 1st St., 90012",213-613-0100,,,,japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
JiST Cafe,"116 Judge John Aiso St., Los Angeles, CA, 90012",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Sugarfish,"600 West 7th Street, Los Angeles, CA, 90017",,,https://sugarfishsushi.com/,Mo-Su 11:30-22:00,sushi,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
IHOP,"800 South Flower Street, Los Angeles, CA, 90017",,,https://restaurants.ihop.com/en-us/ca/los-angeles/breakfast-800-s-flower-st-797,24/7,breakfast;pancake,,,,yes,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Roy's Hawaiian Fusion,"800 S. Figueroa St., 90017",(213) 488-4994,,https://www.roysrestaurant.com/,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Panini Cafe Downtown,"600 W. 9th St., 90015",(213) 489-4200,,mypaninicafe.com,,sandwich,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Nickel Diner,"524 South Main Street, Los Angeles, 90013",,,,"Tu-Su 08:00-15:30,18:00-22:00",american,,,,limited,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
First Cup Caffe,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Guisados,"1261 West Sunset Boulevard, 90026",+1 213-250-7600,,https://www.guisados.la/,Mo-Th 10:00-22:00; Fr-Sa 09:00-22:00; Su 09:00-21:00,mexican;tacos,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
La Parrilla,Address not available,,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
El Tepeyac (Manuel's),"810 North Evergreen Street, Los Angeles, CA, 90033",,,http://www.manuelseltepeyac.com/,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Blue Cube,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Blossom,CA,,,,,,,,,yes,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Bäco Mercat,"408 South Main Street, CA",+12136878808,,http://www.bacomercat.com,"Mo-Th 11:30-14:30, 17:30-23:00; Fr, Sa 11:30-15:00, 17:30-00:00; Su 11:30-15:00, 17:00-22:00",,,,,limited,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Soot Bull Jeep,3136 8th Street,,,,,korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Park's Finest BBQ,1267 W Temple St,,,https://www.theparksfinest.com/,,american,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Polanco Modern Mexican Steakhouse,"840 South Spring Street, Los Angeles, 90014",(213) 265-7085,,https://polancorestaurantgroup.com/,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Los Molcajetes Restaurant,"Los Angeles, 90005",,,,,salvadoran,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Badmaash,Address not available,,,,,indian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
23rd Street Cafe,Address not available,,,,,mexican;indian;american,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Beverly Soon Tofu Restaurant,"2717 West Olympic Boulevard, Los Angeles, 90006",+1 213-380-1113,,https://www.beverlysoontofu.com/,10:30-22:30,korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Chiguacle,Address not available,,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Justice Urban Tavern,"120 Los Angeles Street, Los Angeles, 90012",213-253-9235,,http://www.justicela.com,Su-Th 06:00-23:00; Fr-Sa 06:00-24:00,american,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Les Noces de Figaro,"618 South Broadway, Los Angeles, 90014",,,,,french,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Sib Song,Address not available,,,,,thai,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Kazu Nori,"421 S Main Street, Los Angeles, 90013",,,,Mo-Th 11:30-23:00;Fr-Sa 11:30-24:00;Su 12:00-22:00,japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Blue Cow,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Prufrock Pizzaria,Address not available,,,,"Mo-Fr 11:00-01:00, Sa-Su 10:00-01:00",pizza,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Black Sheep,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Escondite,"410 Boyd Street, Los Angeles, CA, 90013",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Shin-Sen-Gumi Hakata Ramen,"132 South Central Avenue, Los Angeles, CA, 90012",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Surawon,"2833 West Olympic Boulevard, 90006",+1 (213) 383-7317,,,Su-Th 10:00-22:00; Fr-Sa 10:00-23:00,korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Jang An Restaurant,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Masan Restaurant,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Restaurant at The Standard,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Anson's Eatery,"124 West 9th Street, Los Angeles, CA, 90015",+1 213 8910858,,,,sandwich,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Vespaio,Address not available,+1 213-221-7244,,https://www.vespaiodtla.com/,,italian,yes,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Pour Haus,"1820 Industrial Street, Los Angeles, CA, 90021",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Chairman,"1200 East 5th Street, Los Angeles, CA, 90013, US",,,www.thechairmanla.com,Mo-Sa 11:30-21:00,chinese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Nick's Cafe,"1300 North Spring Street, Los Angeles, 90012",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
TBLA Catering & Cafe,"765 Santee Street, Los Angeles, 90014",,,http://www.tblacaters.com/,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Nabeeya,"766 Santee Street, Los Angeles, 90014",,,,,sushi,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Guero's Cocina Mexicana,"737 South Los Angeles Street, Los Angeles, 90014",,,http://guerosla.com/,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Wood Spoon,"107 West 9th Street, Los Angeles, 90015",,,https://www.woodspoonla.com/,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Peking Tavern,"806 South Spring Street, Los Angeles, 90014",,,http://pekingtavern.com/,,chinese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Terroni,"802 South Spring Street, Los Angeles, 90014",,,https://www.terroni.com/,,italian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Two Boots,"828 South Broadway, Los Angeles, 90014",,,https://twoboots.com/,,pizza,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Umami Burger,"852 South Broadway, Los Angeles, 90015",,,https://umamiburger.com/,,burger,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Masa of Echo Park,"1800 Sunset Boulevard, Los Angeles, CA, 90026",+1 213-989-1558,,https://www.masaofechopark.com/,Mo-Tu off; We-Su 11:00-22:00,pizza,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Brite Spot Diner,"1918 Sunset Boulevard, Los Angeles, CA, 90026",+1 213-484-9800,,,Th-Su 08:00-14:00,american;breakfast;coffee_shop,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Papi's Pizza,"109 East 8th Street, Los Angeles, 90014",,,,,pizza,,yes,yes,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
WOOD,"2861 Sunset Boulevard, Los Angeles, CA, 90026",+1-323-667-9940,mailto:info@woodsilverlake.com,https://woodsilverlake.com/,Mo-Su 11:00-23:00,pizza;pasta;salad;steak_house,no,yes,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Silverlake Ramen,"2927 Sunset Boulevard, Los Angeles, CA, 90026",+1-323-660-8100,,https://www.silverlakeramen.com/,Su-Th 11:30-23:00; Fr-Sa 11:30-01:45,noodle;japanese;sushi,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Chiguacle,"3129 Sunset Boulevard, Los Angeles, CA, 90026",+1 323-741-0001,,https://chiguacle.com/,Mo-Th 11:00-20:00; Fr 11:00-21:00; Sa 10:00-21:00; Su 10:00-20:00,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Margarita's Place,"103 East 7th Street, Los Angeles, 90014",,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Cafe Alba,"718 South Los Angeles Street, Los Angeles, 90014",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Bronzed Aussie,"714 #A South Los Angeles Street, Los Angeles, 90014",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Pizza Hut,"718 South Los Angeles Street, Los Angeles, CA, 90014",+1 213-489-3863,,https://locations.pizzahut.com/ca/los-angeles/718-s-los-angeles-st,,pizza,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Mexican Village,Address not available,,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Tacos Mexico,Address not available,,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Don Felix,Address not available,,,,,peruvian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Clay Pit,"309 N Virgil Ave, Los Angeles, CA, 90004-3624",+1-323-644-6989,,https://www.indiasclaypit.com/,"Mo-Fr 11:00-15:00,17:00-23:00; Sa-Su 13:00-23:00",indian,no,yes,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Yxta Cocina Mexicana,"601 Central Avenue, Los Angeles, CA",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Hong Kong BBQ,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Hop Woo BBQ & Seafood Restaurant,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Yang Chow Restaurant,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Brunch,"718 South Los Angeles Street, Los Angeles, CA, 90014",,,,,breakfast,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Sonoratown,"208 East 8th Street, Los Angeles, CA, 90014",,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Langer's,Address not available,+1 213-483-8050,,https://www.langersdeli.com/,Mo-Sa 08:00-16:00,jewish,no,yes,,yes,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Señor Fish,Address not available,,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Yong Su San Restaurant,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Taco House #1,Address not available,,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Art and Fish,"564 South Mateo Street, Los Angeles, CA, 90013",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Otium,"222 South Hope Street, Los Angeles, 90012",,,https://otiumla.com/,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
California Pizza Kitchen,Address not available,,,,,pizza,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Morton's The Steakhouse,Address not available,,,,,steak_house,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Foo Chow,"949 North Hill Street, Los Angeles, CA, 90012",,,,,chinese,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Denny's,"888 Figueroa Street, Los Angeles, CA, 90017",+1 213-629-4250,,https://locations.dennys.com/CA/LOS-ANGELES/247569,24/7,american,,,,yes,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Burgerlords,"943 North Broadway, Los Angeles, CA, 90012",,,https://www.burgerlords.com,Th-Su 12:00-20:00,burger,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Unknown,1100 South Flower Street,,,,,steak_house,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
71Above,"633 West 5th Street, 90071",+1 (213) 712-2683,,https://www.71above.com/,,american,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Elf Café,2135 West Sunset Boulevard,+12134846829,,https://www.elfcafe.com/,Mo-Sa 18:00-23:00,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Honey Hi,1620 Sunset Boulevard,+12132217810,mailto:hi@honeyhi.co,https://honeyhi.co/,Mo 10:00-16:00; Tu-We 09:00-17:00; Th-Su 09:00-16:00,breakfast;lunch,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Perch,US,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
KoBaWoo Restaurant,"698 South Vermont Avenue, Los Angeles, CA, 90005",+1-213-389-7300,,,,asian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Nick & Stef's Steakhouse,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Uncle John's Cafe,"421 West 8th Street, Los Angeles, CA, 90017",(213) 623-3555,,http://unclejohnsdtla.com,,american;chinese;vietnamese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Jeon Ju,"2716 West Olympic Boulevard, 90006",,,,,korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
D-Town Burger Bar,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Springtime in New York Cafe,"557 South Spring Street, Los Angeles, US",+1 310 256 2400,,,,sandwich,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Little Jewel of New Orleans,"207 Ord Street, 90012",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Karl Strauss Brewing Company,Address not available,,,,,american,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Las Anitas,26 Olvera Street,,,,,mexican,no,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
El Paseo Inn,11 Olvera Street,,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
La Golondrina Cafe,Address not available,,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Maruya,Address not available,,,,,ramen,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Hibachi BBQ,Address not available,,,,,korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Shabu-Shabu House,"127 Japanese Village Plaza Mall, Los Angeles, CA, 90012",,,,"Su-Th 11:00-22:00; Fr,Sa 11:00-22:30",japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Kagura Downtown,US,,,,,japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Urth Cafe,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Factory Kitchen,"1300 Factory Place, Los Angeles, CA, 90013, US",(213)996-6000,,,,italian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Redbird LA,"114 East 2nd Street, Los Angeles, CA, 90012",+12137881191,,https://redbird.la,Mo-Su 17:00-22:00,american,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Pacific Restaurant,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Holy Crab,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Kamara,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
CAVA,"3201 South Hoover Street, Los Angeles, CA, 90007",+12132129838,,https://cava.com/,Mo-Su 10:45-22:00,mediterranean,yes,yes,no,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Il Giardino,"3201 Hoover Street, Los Angeles, CA, 90089",,,,,italian;pasta;pizza,yes,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
LudoBird,"1111 S Figueroa Street, 90015",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Greekman's,"2619 Sunset Boulevard, Los Angeles, CA, 90026",+1 213-500-0916,mailto:info@freedmansLA.com?subject=Hey Greekman's!,https://www.greekmansla.com/,Mo-Tu off; We-Su 17:00-22:00,greek,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
fundamental,"750 South Grand Avenue, Los Angeles, CA, 90017",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Oriel Wine Bar,"1135 North Alameda Street, Los Angeles, CA, 90012",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Rossoblu,"1124 San Julian Street, Los Angeles, CA",,,,"We 17:00-21:00; Th 17:00-21:00; Fr,Sa 17:00-21:30; Su 11:00-14:30,17:00-21:00; Mo,Tu off",,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Phoenix Bakery,"969 North Broadway, Los Angeles, CA, 90012",,,,Mo-Su 10:00-16:00,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Hop Louies,Address not available,,,,,chinese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Broadway Cuisine,"913 North Broadway, Los Angeles, CA, 90012",+1 213-265-7140,,https://broadway-cuisine.com/,"Mo-Th,Su 11:30-21:30; Fr-Sa 11:30-22:00",chinese,,,,yes,"Cash, Credit Cards, Debit Cards",OpenStreetMap,"34.0536909, -118.242766",restaurant,
Pez Cantina,"401 South Grand Avenue, Los Angeles, CA, 90071",+1-213-258-2280,,https://www.pezcantina.com,Mo 11:30-14:30; Tu-Th 11:30-21:00; Fr 11:30-23:00; Sa 11:00-23:00,mexican;seafood,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
LiOrient,Address not available,,,,,asian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Casa Impanema,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Blossom,"451 Gin Ling Way, Los Angeles, CA, 90012",,,,,vietnamese,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Yuk Dae Jang,Address not available,,,,,korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Pizzanista,"2019 East 7th Street, 90021",+12136271430,,https://pizzanista.com/,Tu-Sa 11:00-00:00; Su 11:00-22:00,italian_pizza,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Night + Market Song,"3322 Sunset Boulevard, Los Angeles, CA, 90026",+1-323-665-5899,,http://www.nightmarketla.com/,"Mo-Tu 17:00-22:00; We-Th off; Fr-Su 13:00-15:00,17:00-22:00",thai,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Osen Izakaya,"2903 Sunset Boulevard, Los Angeles, 90029",+1-323-928-2220,,https://osenizakaya.com/,Mo-Th 13:00-23:00; Fr-Sa 13:00-00:00; Su 13:00-22:00,japanese;noodle,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Pho Cafe,"2841 Sunset Boulevard, Los Angeles, CA, 90026",+1-213-413-0888,,https://phocafe.juisyfood.com/,Mo-Su 11:00-00:00,asian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Mae Ploy Restaurant,"2606 Sunset Boulevard, Los Angeles, CA, 90026",+1-213-353-9635,,maeployrestaurant.com,Mo-Sa 07:00-19:00; Su off,thai,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Marielas Taco,"2501 Sunset Boulevard, Los Angeles, CA, 90026",+1-213-413-0484,,,Mo-Su 10:00-22:00,mexican;tacos,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
King Bowl - Best Chinese Food,"2214 Sunset Boulevard, Los Angeles, CA, 90026",+1-213-484-9676,,,Mo-Sa 10:30-20:00; Su 11:00-20:00,chinese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Mohawk Bend,"2141 Sunset Boulevard, Los Angeles, CA, 90026",+1-213-483-2337,,https://www.mohawk.la/,Mo-Th 11:30-00:00; Fr 11:30-02:00; Sa 9:30-02:00; Su 9:30-00:00,american;drinks,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Sweetfin Poké,"3112 Sunset Boulevard, Los Angeles, CA, 90026",+1-323-300-6210,,https://www.sweetfinpoke.com/,Mo-Su 11:00-22:00,hawaiian;fish;poke,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Mr. Masala,Address not available,,,,,indian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
La Guadalupana,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Atitlan Express,Address not available,,,,,guatemalan,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
El Cholo,Address not available,,,,Mo-Su 11:00-18:00,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Full House Seafood,"963 North Hill Street, Los Angeles, CA, 90012",213-617-8382,,https://www.fullhouseseafood.com/,Mo-Su 11:00-21:30,chinese,,yes,no,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Full Moon House,"960 North Hill Street, Los Angeles, CA, 90012",+12135370792,,https://www.fullmoonhouse.com/,"Mo-Th 11:00-15:00,17:30-24:00; Fr-Sa 11:00-01:00, Su 11:00-24:00",chinese,no,yes,no,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
PHO 87,"1019 North Broadway, Los Angeles, CA, 90012",+1-323-227-0758,,,Mo-Fr 10:00-21:00,vietnamese,,yes,no,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Sticky Rice,"1801 Sunset Boulevard, Los Angeles, CA, 90026",+1-323-284-8744,,https://www.eatstickyrice.com/,Mo 18:00-22:00; Tu-Th 12:00-22:00; Fr-Su 12:00-23:00,thai,yes,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Colori Kitchen,Address not available,,,,,italian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Pho Legend Noodle and Grill,"209 South Vermont Avenue, Los Angeles, CA, 90004",+1-213-381-3300,,http://www.pholegendnoodleandgrill.com/,Mo-Th 10:30-22:00; Fr-Sa 10:30-23:00; Su 10:30-22:00,vietnamese,no,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Bavel,"500 Mateo Street, Los Angeles, CA, 90013",+1-213-232-4966,info@baveldtla.com,https://baveldtla.com,Mo-Th 17:00-23:00; Fr-Sa 17:00-24:00; Su 17:00-23:00,middle_eastern,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Thai,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
LASA,"727 North Broadway, Los Angeles, CA, 90012",+1-213-443-6163,info@lasa-la.com,https://www.lasa-la.com/,"We-Fr 12:00-15:00,18:00-20:00; Sa-Su 11:00-15:00,18:00-20:00",filipino,yes,yes,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Howlin' Ray's,"727 North Broadway, Los Angeles, CA, 90012",+1-213-935-8399,hello@howlinrays.com,https://howlinrays.com/,Tu-Fr 11:00-19:00; Sa-Su 10:00-19:00,fried_chicken,yes,yes,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
