name,address,phone,email,website,opening_hours,cuisine,outdoor_seating,takeaway,delivery,wheelchair,payment_methods,amenity,shop
Shuffle,"19 פלורנטין, תל אביב-יפו",+972 50 325 5355,,https://www.shufflebar.co.il/,"Su-We 17:00-01:30, Th 17:00-03:00, Fr 12:00-04:00, Sa 12:00-01:30",,yes,,,yes,,bar,
Aba,Aba,,,,,,,,,,,bar,
שר המשקאות,20 תובל,,,,,,,,,,,bar,
פורט סעיד,"5 הר סיני, תל אביב-יפו",+972 3 620 7436,,,"Su-We 12:00-01:00, Th 12:00-02:00, Fr 12:00-17:00, Sa 12:00-01:00",,yes,,,,,bar,
Evita,31 יבנה,,,,,,,,,,,bar,
Levontin 7,7 לבונטין,,,,,,,,,,,bar,
בוקסה,31 שדרות רוטשילד,,,,,,,,,,,bar,
Chateau Shual,Chateau Shual,,,,,,,,,limited,,bar,
Sputnik Bar,122 Allenby Street,,,,,,,,,,,bar,
Bicicletta,"29 נחלת בנימין, תל אביב-יפו",+972 53 937 5811,bicicletta29@gmail.com,https://biciclettatlv.co.il/,Su-Th 17:00-23:00; Fr-Sa 12:00-23:00,,yes,,,,,bar,
שפגט,"43 נחלת בנימין, תל אביב-יפו",,,,"Su-Tu, Say 20:00+; We-Th 19:00+; Fr 22:00+",,,,,,,bar,
דאבל סטנדרט,"247 דיזנגוף, תל אביב, 63117",,,,,,,,,,,bar,
הודנא,הודנא,,,,,,,,,,,bar,
Poni@Pasaz,94 אלנבי,+972502893333,,,Tu 23:00-04:00,,,,,,,bar,
Desire bar,25 קרליבך,,,,Tu-Sa 20:00-05:00,burger;friture;seafood,,,,,,bar,
רובינא,"6 מרמורק, תל אביב-יפו",+972 53 986 5918,,https://robina.rest.co.il/,Su-Th 17:00-03:00; Fr 13:00-03:00; Sa 17:00-03:00,,yes,,,,,bar,
Johnny boy.,Johnny boy.,,,,,,,,,,,bar,
בר 911,11 שבח,033761007,,http://bar911.co.il,Th-Fr 22:00-04:00,international,,,,,,bar,
Old Jaffa,Old Jaffa,,,,,,,,,,,bar,
בית העמודים,"14 רמב''ם, תל אביב-יפו, 6525403",+97235109228,,www.facebook.com/BeitHaamudim,"Sa-Th 18:00-00:00, Fr 11:00-01:00",,yes,,yes,,,bar,
Guest room,Guest room,,,,Mo-Su 19:00-04:00,,,,,,,bar,
Deus Bar,18 בוגרשוב,,,,,,,,,,,bar,
Akbar,Akbar,,,,,,,,,,,bar,
HaMezeg,"151 אבן גבירול, תל אביב-יפו",,,,,,yes,,,,,bar,
Jonesy Gardner,3 נחלת בנימין,035164412,jonesytlv@gmail.com,,,local,,,,,,bar,
ויין או קלוק,"11 אשקלון, 6811834",+97239331922,,,Mo-Su 12:00-23:00,heuriger,,,,,,bar,
Pimpinella,Pimpinella,,,,,,,,,,,bar,
Oro,"12 לבונטין, תל אביב-יפו",+972-3-760-5060,,http://Oro.tlv,Sa-Th 07:30-23:30; Fr 07:30-16:00,,,,,,,bar,
אגנס,"129 אבן גבירול, תל אביב-יפו",,,,,,,,,,,bar,
223,223 דיזנגוף,,,https://www.223.co.il/,,,,,,,,bar,
Gigi,Gigi,,,,,,,,,,,bar,
Marlen,"30 רמב""ם, גבעתיים",+972515008717,,,,burger,,,,,,bar,
Plaza,Plaza,,,,Mo-Sa 17:00-24:00; PH unknown,,yes,,,yes,,bar,
Ultra Hotel Cocktail Bar,"78 הירקון, תל אביב-יפו",03-933-0339,,https://www.facebook.com/ultracocktails/,,,,,,,,bar,
Stolero,Stolero,,,,,,,,,,,bar,
פרוג ושות׳,פרוג ושות׳,972537727762,,,,pizza,,,,,,bar,
Teder FM,"9 יפו, תל אביב-יפו",,,https://www.teder.fm,Su-Th 18:00+; Fr-Sa 12:00+,pizza,,,,,,bar,
Holy Bar,"1 הר סיני, תל אביב-יפו",+972 54 916 0985,,,Su-Th 19:00-02:00+,,yes,,,,,bar,
Lily Rose,148 אבן גבירול,,,https://www.lilyrosebar.com/,,,,,,,,bar,
WineBerry,"2 הרב יצחק ידידיה פרנקל, תל אביב-יפו",+972 53 335 2561,wineberrytlv@gmail.com,https://www.wineberry.co.il/,Su-Th 12:00-23:30; Fr 10:00-19:00; Sa 16:00-23:30,,,,yes,,,bar,
Fidel bar,13 ביאליק,,,,,,,,,,,bar,
דדה,"16 אוריאל אקוסטה, תל אביב-יפו",+972 54 991 0145,,,"Su-Fr 08:00-02:00, Sa 10:00-02:00",,yes,,,,,bar,
Opa,8 החלוצים,,,,,,,,,,,bar,
Jackie's,Jackie's,,,,,,,,,,,bar,
זוט אלורס,זוט אלורס,,,,,,,,,,,bar,
לאגר אנד אייל,לאגר אנד אייל,,,http://www.lagerandale.co.il/,,,,,,,,bar,
ג'וני בוי,תל אביב,+972 52 440 7770,,,,,yes,,,,,bar,
Jooceme,Jooceme,,,,,,,,,,,bar,
Galia's Place,Galia's Place,,,,,,yes,,,,,bar,
אלברט 1943,אלברט 1943,,,,,,,,,,,bar,
Denim,Denim,,,,,,,,,,,bar,
החוג הצפוני,החוג הצפוני,,,,,,,,,,,bar,
Marlene’s,"10 פלורנטין, תל אביב-יפו",,,,"Su-Th 16:00-02:00, Fr-Sa 12:00-02:00",,yes,,,,,bar,
Night Shift,"9 ויטל חיים, תל אביב-יפו",+972 54 223 0223,,,,,,,,,,bar,
La Bodega,"33 לוינסקי, תל אביב-יפו",+972 52 577 5112,,,"Su-Th 16:00-02:00, Fr 11:00-19:00, Sa 12:00-02:00",,yes,,,,,bar,
Ala Rampa,"21 העמל, תל אביב",,,,Mo-Sa 12:00+; Su 18:30+,,yes,,,,,bar,
Mate,"4 ויטל חיים, תל אביב-יפו",+972 50 680 9087,,,"Sa-We 18:00-02:00, Th-Fr 18:00-04:00",,,,,,,bar,
המשביר,"2 המשביר, תל אביב-יפו",+972 50 966 3379,,,"Su-We 18:00-01:30, Th 18:00-02:30, Sa 17:00-02:00",,yes,,,,,bar,
Satchmo Bar,"2 ויטל חיים, תל אביב-יפו",,,https://misadot.rol.co.il/sites/satchmo,,,,,,,,bar,
Cheers Florentine,"13 ויטל חיים, תל אביב-יפו",+972 54 832 9020,,https://www.cheerstlv.com/,Su-Sa 08:00-23:00,,,,,,,bar,
Bellboy,"14 ברדיצ'בסקי, תל אביב-יפו",+972 3 728 9213,,,Su-Sa 18:00+,,,,,yes,,bar,
The Blue Fox,"7 פלורנטין, תל אביב-יפו",,,,"Su, Tu-Th 17:30-00:00; Fr 18:00-00:00; Sa 16:30-00:00",,,,,,,bar,
B19,"6 ויטל חיים, תל אביב-יפו",,,,,,,,,,,bar,
יין בכרם,"29 נחלת בנימין, תל אביב-יפו",,,,Su-Th 10:00-23:00; Fr 10:00-17:00; Sa 16:00-23:30,,,,yes,,,bar,
Wine Shop,"24 מונטיפיורי, תל אביב-יפו",+972 3 915 1144;+972 3 650 9299,,https://www.wine-shop.co.il/,Su-Th 18:00-00:00; Fr 12:00-17:00,,,,,,,bar,
יעקב מונטיפיורי,"15 מונטיפיורי, תל אביב-יפו",+972 52 874 5881,,,,,,,,,,bar,
Sid & Nancy,"44 נחלת בנימין, תל אביב-יפו",,,,Su-We 19:00-02:00+; Th 18:00-02:00+; Fr-Sa 18:00-02:00+,,,,,,,bar,
Brava Gente,"45 נחלת בנימין, תל אביב-יפו",+972 54 901 2345,,,Sa-Th 17:00-00:00; Fr 10:00-18:00,,yes,,,,,bar,
Jazz Kissa,תל אביב-יפו,,,,Su-Sa 18:00+,,,,,,,bar,
California Bar,"3 סמטת השוק, תל אביב-יפו",,,,Su-Sa 19:00+,,yes,,,,,bar,
Bitter,"5 זבולון, תל אביב-יפו",+972 54 307 0356,,,Sa-Th 18:00+,,no,,,,,bar,
Bindaaz,"7 זבולון, תל אביב-יפו",+972 3 698 9826,,,,,,,,,,bar,
Anan Records,"36 רענן, תל אביב-יפו",,,,Su-Th 18:00-00:00; Sa 14:00-00:00,,yes,,,,,bar,
Bushwick,"28 נחלת בנימין, תל אביב-יפו",+972 3 567 8006,bushwicktlv@gmail.com,https://www.bushwicktlv.com/,Su-Sa 18:00-01:00,,,,,,,bar,
Jenia,"11 בן עמי, תל אביב-יפו",,,,"Su-Th 10:00-01:00+, Fr-Sa 08:00-02:00+",,,,,,,bar,
Cafeteria & Wine,Cafeteria & Wine,,,,,,,,,,,bar,
שולי לוצי,"25 אבן גבירול, תל אביב-יפו",+972 50 782 7231,,,Su-Sa 18:00+,,yes,,,,,bar,
Rosso,"18 נחלת בנימין, תל אביב-יפו",,,,"Su-We 18:00-00:00, Th 17:00-01:00, Sa 13:00-00:00",,yes,,,,,bar,
Schnitt,"12 הארבעה, תל אביב-יפו",+972 3 736 3070,,https://schnitt.co.il/schnitt/,Su-Sa 12:00+,,yes,,,yes,,bar,
Little Schnitt,"12 הארבעה, תל אביב-יפו",+972 3 736 3070,,https://schnitt.co.il/schnitt/,Su-Sa 12:00+,,yes,,,yes,,bar,
Zetz TLV,"11 לבונטין, תל אביב-יפו",+972 3 601 8996,,https://zetztlv.co.il/,"Su-Th 11:00-00:00, Fr 09:00-17:00, Sa 09:00-00:00",,,,,,,bar,
Lauter,"10 הארבעה, תל אביב-יפו",,,https://lauter.co.il,,,,,,,,bar,
אנטיליה,"4 רבי פנחס, תל אביב-יפו",,,,Su-Th 17:00-23:00; Fr-Sa 12:00-23:00,pasta,yes,,,,,bar,
Livere,"43 מוהליבר, תל אביב-יפו",,,,Su-Th 18:00-00:00; Sa 18:00-00:00,,,,,,,bar,
רובע תל אביב,"196 דיזנגוף, תל אביב",,,https://rova-bar.co.il/,Su-Sa 10:00-01:30,,,,,,,bar,
Hotel Cecil,"52 אברבנאל, תל אביב-יפו",,,,Su-Fr 09:00+; Sa 10:00+,,yes,,,,,bar,
